resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
KAME-LI-KATO-KAME_KAKAKARI,Água da rede de abastecimento,Material,General,m³,5.23,5.23,5.23,5.23,1,BRL,9959.68,2173.361,3328,3328,OBRAS DE CONSTRUÇÃO,Construções monoliticas de concreto e concreto armado,CONSTRUÇÕES DE EDIFÍCIOS DE CENTRAIS NUCLEARES,Injeção de formadores de canais do sistema de pré-tensão do revestimento proteto
KAME-LI-MESA-KANE_KAMEMEME,Pregos para construção,Material,General,t,10460.07,10460.07,10460.07,10460.07,1,BRL,156.55,0.0312,3190,3190,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXPLORAÇÃO DO SOLO COM EXCAVADORAS E CARREGAMENTO EM CAMINHÕES BASCULANTES
DXME-KANE-KASA_KAMEME,"Carregadeiras frontais pneumáticas universais de caçamba única, capacidade nominal da caçamba principal 2,6 m³, capacidade de carga 5 t",Equipment,General,máquina-hora,194.4,194.4,194.4,194.4,1,BRL,381.2,1.9765,2921,2921,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXPLORAÇÃO DO SOLO E INSTALAÇÃO DE DRENAGENS NA CONSTRUÇÃO HIDRÁULICA
RI_MEKAKA_KAPU,Trabalhador de 4ª categoria,Labor,Labor,hora,76.07,76.07,76.07,76.07,1,BRL,5454.55,71.7006,2918,2918,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXPLORAÇÃO DO SOLO E INSTALAÇÃO DE DRENAGENS NA CONSTRUÇÃO HIDRÁULICA
DXME-KADX-KARI_KAKAVO,"Vagões não basculantes, capacidade 2,5 m3",Equipment,General,máquina-hora,1.36,1.36,1.36,1.36,1,BRL,114.41,84.2565,2892,2892,OBRAS DE CONSTRUÇÃO,Trabalhos de perfuração de montanhas,"OBRAS DE PERFURAÇÃO DE MINAS, REALIZADAS DE FORMA CONVENCIONAL","PASSAGEM DE JUNÇÕES DE POÇOS VERTICAIS COM PÁTIOS CIRCUNDANTES, CÂMARAS DE DISPO"
KAME-LI-MEME-KALI_KARITOKA,"Eletrodos de soldagem para soldagem de aços de baixa liga e carbonosos UONI 13/55, E50A, diâmetro 4-5 mm",Material,General,kg,16.61,16.61,16.61,16.61,1,BRL,986.2,59.5305,2861,2861,OBRAS DE CONSTRUÇÃO,Poços,PERFURAÇÃO DE POÇOS,OUTROS TIPOS DE PERFURAÇÃO
ME_MEKAKA_TOKA,"Categoria média de trabalho 3,0",Labor,Labor,hora,67.56,67.56,67.56,67.56,1,BRL,7096.46,105.0412,2694,2694,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXCAVAÇÃO DO SOLO COM EXCAVADORAS EM TERRAPLANAGEM
PU_MEKAKA_KASASA,Pessoal: 2 pessoas-hora/máquina-hora,Operator,Operators,máquina-hora,106.84,100.63,201.26,100.63,2,BRL,913.43,8.9018,2611,2509,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXCAVAÇÃO DE CAVAS E ENCHIMENTO DE TERRAPLENOS PARA VIAS FÉRREAS E RODOVIÁRIAS
DXME-KADX-KATO_KATOSA,"Plataformas de bitola larga, capacidade de carga 73 t",Equipment,General,máquina-hora,25.4,25.4,25.4,25.4,1,BRL,413.96,16.2964,2608,2608,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXCAVAÇÃO DE CAVAS E ENCHIMENTO DE TERRAPLENOS PARA VIAS FÉRREAS E RODOVIÁRIAS
ME_MEKAKA_TOVO,Categoria do trabalhador 3,Labor,Labor,hora,74.37,74.37,74.37,74.37,1,BRL,21040.96,282.9182,2594,2594,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXCAVAÇÃO DO SOLO COM EXCAVADORAS EM TERRAPLANAGEM
RI_MEKAKA_KASA,Operário de 5º nível,Labor,Labor,hora,87.43,87.43,87.43,87.43,1,BRL,12899.97,147.549,2550,2550,OBRAS DE CONSTRUÇÃO,Poços,PERFURAÇÃO DE POÇOS,OUTROS TIPOS DE PERFURAÇÃO
KAVO-ME-KARI-MEME_KAKAKAME,"Peças forjadas a partir de barras quadradas, peso 1,5-4,5 kg",Material,General,t,9525.05,9525.05,9525.05,9525.05,1,BRL,2778.25,0.3771,2506,2506,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",ESCAVAÇÃO E ENCHIMENTO DE TRANQUETAS PARA TUBULAÇÕES DE GÁS E PETRÓLEO
DXME-KASA-KANE_KAKALI,"Guindastes sobre esteiras, capacidade de carga 25 t",Equipment,General,máquina-hora,273.89,273.89,273.89,273.89,1,BRL,7081.34,25.8546,2365,2365,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",ESCAVAÇÃO E ENCHIMENTO DE TRANQUETAS PARA TUBULAÇÕES DE GÁS E PETRÓLEO
KAME-TO-KARI-KATO_KAKAKAME,Acetileno gasoso técnico,Material,General,m³,70.26,70.26,70.26,70.26,1,BRL,1273.78,18.6248,2331,2331,OBRAS DE CONSTRUÇÃO,Trabalhos de perfuração e detonação,COBERTURA DE ÁREAS DE EXPLOSÃO E REALIZAÇÃO DE TRABALHOS DE PERFURAÇÃO E EXPLOSÃ,PROTEÇÃO DA ÁREA DE EXPLOSÃO PARA DEFESA DE INSTALAÇÕES
RI_MEKAKA_KARI,Trabalhador de 2ª categoria,Labor,Labor,hora,61.88,61.88,61.88,61.88,1,BRL,2413.61,39.0037,2220,2220,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXPLORAÇÃO DO SOLO E INSTALAÇÃO DE DRENAGENS NA CONSTRUÇÃO HIDRÁULICA
ME_MEKAKA_TOSA,Categoria do trabalhador 3,Labor,Labor,hora,71.82,71.82,71.82,71.82,1,BRL,11092.82,154.4608,2210,2210,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXCAVAÇÃO DO SOLO COM EXCAVADORAS EM TERRAPLANAGEM
DXME-MEVO-KAME_KAKALI,"Compressores móveis de parafuso com motor de combustão interna, pressão até 0,7 MPa (7 atm), capacidade até 5,4 m3/min",Equipment,Compressors,máquina-hora,46.92,46.92,46.92,46.92,1,BRL,1423.01,30.3838,2133,2133,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"OUTROS TIPOS DE TRABALHOS DE TERRAPLENAGEM, TRABALHOS PREPARATÓRIOS, ACOMPANHANT",COMPACTAGEM DO SOLO
RI_MEKAKA_KATO,Trabalhador de 3ª categoria,Labor,Labor,hora,67.56,67.56,67.56,67.56,1,BRL,5680.42,84.0812,2130,2130,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXPLORAÇÃO DO SOLO E INSTALAÇÃO DE DRENAGENS NA CONSTRUÇÃO HIDRÁULICA
MEPU-PU-KARI-KAPU_KAMEPURI,"Tinta a óleo MA-0115, múmia, minério de ferro",Material,General,kg,14.57,14.57,14.57,14.57,1,BRL,34.6,2.3889,2013,2013,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"OUTROS TIPOS DE TRABALHOS DE TERRAPLENAGEM, TRABALHOS PREPARATÓRIOS, ACOMPANHANT",REDUÇÃO DO NÍVEL DA ÁGUA
ME_MEKAKA_TODX,Categoria do trabalhador 3,Labor,Labor,hora,75.22,75.22,75.22,75.22,1,BRL,34983.04,465.0566,1933,1933,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",DESENVOLVIMENTO DO SOLO PELO MÉTODO DE HIDROMECANIZAÇÃO
KAME-LI-RIKA-KAVO_KAKASAME,Pano de algodão colorido,Material,General,kg,10.64,10.64,10.64,10.64,1,BRL,14.45,1.468,1881,1881,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"OUTROS TIPOS DE TRABALHOS DE TERRAPLENAGEM, TRABALHOS PREPARATÓRIOS, ACOMPANHANT",REFORÇO DE ENCOSTAS DE OBRAS DE TERRA
ME_MEKAKA_SAKA,Categoria do trabalhador 5,Labor,Labor,hora,87.43,87.43,87.43,87.43,1,BRL,21729.63,248.542,1829,1829,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"OUTROS TIPOS DE TRABALHOS DE TERRAPLENAGEM, TRABALHOS PREPARATÓRIOS, ACOMPANHANT",EXPLORAÇÃO DE SOLOS PERMANENTEMENTE CONGELADOS E ROCHOSOS
ME_MEKAKA_PURI,Categoria do trabalhador 4,Labor,Labor,hora,78.35,78.35,78.35,78.35,1,BRL,41147.91,525.2102,1798,1798,OBRAS DE CONSTRUÇÃO,Trabalhos de perfuração,EXPLORAÇÃO DO SOLO COM ESCAVADORAS DE CAÇAMBA ÚNICA,FORMAÇÃO DE TERRAPLENOS COM TRATORES
DXME-KANE-KANE_KAPUVO,"Elevadores de mastro único, capacidade de carga até 500 kg, altura de elevação 45 m",Equipment,General,máquina-hora,6.72,6.72,6.72,6.72,1,BRL,5.7,0.8595,1750,1750,OBRAS DE CONSTRUÇÃO,Construções monoliticas de concreto e concreto armado,OUTROS TRABALHOS,Reforço de superfícies de concreto
ME_MEKAKA_TONE,Categoria do trabalhador 3,Labor,Labor,hora,72.67,72.67,72.67,72.67,1,BRL,22136.25,304.62,1726,1726,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"OUTROS TIPOS DE TRABALHOS DE TERRAPLENAGEM, TRABALHOS PREPARATÓRIOS, ACOMPANHANT",EXPLORAÇÃO DE SOLOS PERMANENTEMENTE CONGELADOS E ROCHOSOS
RISA-ME-KAME-KAPU_KAKATOME,"Dormente de madeira de coníferas, não impregnada, para ferrovias de bitola larga, tipo I",Material,General,unidade,274.94,274.94,274.94,274.94,1,BRL,2388.65,8.688,1707,1707,OBRAS DE CONSTRUÇÃO,Pontes e tubulações,DIVERSOS TRABALHOS,CONSTRUÇÃO DE ESTRUTURAS DE GABIÕES
DXME-KANE-KATO_KANERI,"Guinchos elétricos com força de tração até 31,39 kN (3,2 t)",Equipment,General,máquina-hora,2.32,2.32,2.32,2.32,1,BRL,62.25,26.803,1694,1694,OBRAS DE CONSTRUÇÃO,"Trabalhos com estacas, poços de mergulho, fixação de solos",FIXAÇÃO DE SOLOS,Cimentação de solos
DXME-KANE-KATO_KANERI,"Eletricidade: consumo 0,39 kW·h/máquina-hora",Electricity,Electricity,máquina-hora,0.23,0.23,0.23,0.23,1,BRL,6.3,26.803,1694,1694,OBRAS DE CONSTRUÇÃO,"Trabalhos com estacas, poços de mergulho, fixação de solos",FIXAÇÃO DE SOLOS,Cimentação de solos
PU_MEKAKA_KADXKA,Pessoal: 1 pessoa-hora/máquina-hora,Operator,Operators,máquina-hora,66.58,65.98,131.96,65.98,2,BRL,2828.5,42.8438,1652,1568,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXPLORAÇÃO DE SOLOS COM RASPADORAS
KAME-LI-KADX-KARI_KAKATOME,Detonadores elétricos de ação curta resistentes à água ED-KZ,Material,General,1000 unidades,22195.71,22195.71,22195.71,22195.71,1,BRL,3575.39,0.1731,1647,1647,OBRAS DE CONSTRUÇÃO,Trabalhos de perfuração e detonação,AFROUXAMENTO DE SOLOS ROCHOSOS COM CARGAS DE PERFURAÇÃO,"Afrouxamento de solos rochosos com cargas explosivas com altura de degrau até 0,"
KAME-LI-MEME-KAPU_KAKASARI,"Fio de soldagem sem revestimento SV-08G2S, diâmetro 2 mm",Material,General,kg,12.9,12.9,12.9,12.9,1,BRL,169.36,13.5551,1616,1616,OBRAS DE CONSTRUÇÃO,"Trabalhos com estacas, poços de mergulho, fixação de solos",FIXAÇÃO DE SOLOS,Construção de valas sob solução argilosa
ME_MEKAKA_TOLI,Categoria do trabalhador 3,Labor,Labor,hora,73.52,73.52,73.52,73.52,1,BRL,17193.96,233.8704,1611,1611,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",DESENVOLVIMENTO DO SOLO PELO MÉTODO DE HIDROMECANIZAÇÃO
DXME-KANE-KATO_KANEKA,"Guinchos elétricos com força de tração até 5,79 kN (0,59 t)",Equipment,General,máquina-hora,1.14,1.14,1.14,1.14,1,BRL,2.51,2.1957,1598,1598,OBRAS DE CONSTRUÇÃO,Construções metálicas para construção civil,OBRAS,"BUNKERS, SILOS, DECOMPOSITORES, CONCENTRADORES"
KAPU-ME-KARI-KASA,Misturas de concreto pesado,Abstract Material,General,m³,622.73,622.73,622.73,622.73,1,BRL,31696.47,50.899,1589,1589,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"OUTROS TIPOS DE TRABALHOS DE TERRAPLENAGEM, TRABALHOS PREPARATÓRIOS, ACOMPANHANT",COMPACTAGEM DO SOLO
TO_RIKAKA_KAME,Engenheiro de categoria I,Material,General,pessoas-hora,122.06,122.06,122.06,122.06,1,BRL,16524.83,135.3824,1536,1536,TRABALHOS DE COMISSÃO,Dispositivos eletro-técnicos,GERADORES SÍNCRONOS E EXCITADORES,GERADORES
PU_MEKAKA_KAVOKA,Pessoal: 2 pessoas-hora/máquina-hora,Operator,Operators,máquina-hora,77.23,61.76,370.58,61.76,4,BRL,2717.33,29.544,1525,1405,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXPLORAÇÃO DO SOLO COM EXCAVADORAS E CARREGAMENTO EM CAMINHÕES BASCULANTES
ME_MEKAKA_TOME,Categoria do trabalhador 3,Labor,Labor,hora,68.41,68.41,68.41,68.41,1,BRL,13211.18,193.1154,1517,1517,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",EXPLORAÇÃO DO SOLO E INSTALAÇÃO DE DRENAGENS NA CONSTRUÇÃO HIDRÁULICA
DXME-MEPU-KASA_KAMERI,"Semi-reboques de uso geral, capacidade de carga até 15 t",Equipment,General,máquina-hora,19.54,19.54,19.54,19.54,1,BRL,41.36,2.1166,1515,1515,OBRAS DE CONSTRUÇÃO,Poços,PERFURAÇÃO DE POÇOS,OUTROS TIPOS DE PERFURAÇÃO
TO_RIKAKA_KARI,Engenheiro de categoria II,Material,General,pessoas-hora,111.27,111.27,111.27,111.27,1,BRL,11730.25,105.4181,1512,1512,TRABALHOS DE COMISSÃO,Dispositivos eletro-técnicos,GERADORES SÍNCRONOS E EXCITADORES,SISTEMAS DE EXCITAÇÃO
ME_MEKAKA_PUME,Categoria do trabalhador 4,Labor,Labor,hora,77.21,77.21,77.21,77.21,1,BRL,45991.8,595.6684,1507,1507,OBRAS DE CONSTRUÇÃO,Trabalhos de perfuração e detonação,"AFROUXAMENTO DE SOLOS ROCHOSOS COM CARGAS DE CÂMARA, EXPLOSÃO EM MASSA DE SOLOS ",EXPLOSÃO EM MASSA DE SOLOS COM CARGAS DE CÂMARA PARA LANÇAMENTO E DESCARTE DE AT
KALI-RI-KALI-MERI_KAKAKAME,"Construções metálicas auxiliares com predominância de aço de espessura grossa ou perfis laminados, com ou sem orifícios",Material,General,t,17939.51,17939.51,17939.51,17939.51,1,BRL,6170.0,0.4245,1498,1498,OBRAS DE CONSTRUÇÃO,"Trabalhos com estacas, poços de mergulho, fixação de solos",TRABALHOS DE ESTACAS,TRABALHOS DE ESTACAS REALIZADOS A PARTIR DO SOLO
DXME-MEKA-KAME_KAKARI,"Agrégados de enchimento e pressurização, vazão até 300 m3/h",Equipment,General,máquina-hora,388.19,388.19,388.19,388.19,1,BRL,4740.76,12.2124,1439,1439,OBRAS DE CONSTRUÇÃO,Construções metálicas para construção civil,OBRAS,"RESERVATÓRIOS, TANQUES DE GÁS"
DXME-KANE-KATO_KASASA,"Guinchos elétricos com força de tração de 19,62 kN (2 t)",Equipment,General,máquina-hora,1.98,1.98,1.98,1.98,1,BRL,78.71,39.7806,1428,1428,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"OUTROS TIPOS DE TRABALHOS DE TERRAPLENAGEM, TRABALHOS PREPARATÓRIOS, ACOMPANHANT",EXPLORAÇÃO DE SOLOS PERMANENTEMENTE CONGELADOS E ROCHOSOS
DXME-KANE-KATO_KASASA,"Eletricidade: consumo 0,39 kW·h/máquina-hora",Electricity,Electricity,máquina-hora,0.23,0.23,0.23,0.23,1,BRL,9.16,39.7806,1428,1428,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"OUTROS TIPOS DE TRABALHOS DE TERRAPLENAGEM, TRABALHOS PREPARATÓRIOS, ACOMPANHANT",EXPLORAÇÃO DE SOLOS PERMANENTEMENTE CONGELADOS E ROCHOSOS
ME_MEKAKA_TORI,Categoria do trabalhador 3,Labor,Labor,hora,69.26,69.26,69.26,69.26,1,BRL,11146.22,160.9293,1420,1420,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",DESENVOLVIMENTO DO SOLO PELO MÉTODO DE HIDROMECANIZAÇÃO
RI_MEKAKA_KANE,Trabalhador de 6º nível,Labor,Labor,hora,102.19,102.19,102.19,102.19,1,BRL,8614.9,84.3031,1405,1405,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"OUTROS TIPOS DE TRABALHOS DE TERRAPLENAGEM, TRABALHOS PREPARATÓRIOS, ACOMPANHANT",TRABALHOS PREPARATÓRIOS RELACIONADOS COM A DERRUBADA DE ÁRVORES E LIMPEZA DE ÁRE
MEME-ME-KARI-KAPU_KAKATOME,"Madeira redonda de coníferas sem casca, comprimento 3-6,5 m, diâmetro 14-24 cm, classe II-III",Material,General,m³,842.62,842.62,842.62,842.62,1,BRL,4040.21,4.9251,1405,1405,OBRAS DE CONSTRUÇÃO,Trabalhos de terraplenagem,"DESENVOLVIMENTO MECANIZADO DE SOLOS (COM ESCAVADORAS, RASPADORAS, TRATORES, NIVE",ESCAVAÇÃO E ENCHIMENTO DE TRANQUETAS PARA TUBULAÇÕES DE GÁS E PETRÓLEO
