resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
KAME-TO-KARI-KAVO_KAKAKAME,Technical gaseous oxygen,Material,Chemicals,CY,2.27,2.27,2.27,2.27,1,USD,72.88,32.1053,6539,6539,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",WATER DRAINAGE
KAME-LI-MEME-KALI_KARIRILI,"Welding electrodes for welding low-alloy and carbon steels UONI 13/45, E42A, diameter 0.157-0.197 in",Material,Steel & Metal,lb,1.25,1.25,1.25,1.25,1,USD,217.39,173.9152,5578,5578,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY HYDRO-MECHANIZATION
KAME-TO-KARI-KADX_KAKARIRI,Propane-butane technical mixture,Material,Chemicals,lb,0.59,0.59,0.59,0.59,1,USD,10.93,18.5276,4774,4774,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",REINFORCEMENT OF EARTHEN STRUCTURE SLOPES
PU_MEKAKA_KALIKA,Personnel: 1 person-hour/machine-hour,Equipment,General,Machine hours,10.57,9.83,58.94,9.83,5,USD,376.88,37.8251,4659,4214,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY EXCAVATORS IN A DUMP
PU_MEKAKA_KATOKA,Personnel: 1 person-hour/machine-hour,Equipment,General,Machine hours,6.16,6.09,12.17,6.09,2,USD,70.8,11.5123,4041,3793,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",MANUAL SOIL EXCAVATION
DXME-MELI-KAPU_KAPURI,Gas welding and cutting equipment,Equipment,Welding Equip.,Machine hours,0.11,0.11,0.11,0.11,1,USD,1.94,17.1002,3819,3819,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",WATER DRAINAGE
KAME-LI-MESA-KATO_KAKAPURI,Bolts with nuts and washers for construction,Material,Fasteners,lb,1.75,1.75,1.75,1.75,1,USD,102.12,58.3541,3400,3400,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL EXCAVATION BY EXCAVATORS WITH LOADING ONTO DUMP TRUCKS
KAME-LI-KATO-KAME_KAKAKARI,Tap water,Material,Water,CY,0.63,0.63,0.63,0.63,1,USD,1815.26,2881.3608,3328,3328,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS,Injection of channel formers for the reactor building protective shell prestress
KAME-LI-MESA-KANE_KAMEMEME,Construction nails,Material,Fasteners,ton,1500.96,1500.96,1500.96,1500.96,1,USD,45.5,0.0303,3190,3190,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL EXCAVATION BY EXCAVATORS WITH LOADING ONTO DUMP TRUCKS
DXME-KANE-KASA_KAMEME,"Universal front-end pneumatic wheeled single-bucket loaders, nominal capacity of main bucket 2.6 m3, load capacity 5.51 ton",Equipment,General,Machine hours,33.01,33.01,33.01,33.01,1,USD,51.67,1.5652,2921,2921,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION
RI_MEKAKA_KAPU,Grade 4 worker,Labor,Labor,hrs,21.79,21.79,21.79,21.79,1,USD,1607.44,73.7697,2918,2918,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION
DXME-KADX-KARI_KAKAVO,"Non-tipping mine cars, capacity 2.5 m3",Equipment,General,Machine hours,0.23,0.23,0.23,0.23,1,USD,14.5,62.7318,2892,2892,CONSTRUCTION WORK,Tunneling works,MINING WORKS PERFORMED BY CONVENTIONAL METHODS,"PASSAGE OF VERTICAL SHAFTS CONNECTED TO SURROUNDING COURTYARDS, LOADING DEVICE C"
KAME-LI-MEME-KALI_KARITOKA,"Welding electrodes for welding low-alloy and carbon steels UONI 13/55, E50A, diameter 0.157-0.197 in",Material,Steel & Metal,lb,1.19,1.19,1.19,1.19,1,USD,165.83,139.3528,2861,2861,CONSTRUCTION WORK,Wells,WELL DRILLING,OTHER TYPES OF DRILLING
ME_MEKAKA_TOKA,Average workload 3.0,Labor,Labor,hrs,19.35,19.35,19.35,19.35,1,USD,1775.58,91.7614,2694,2694,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY EXCAVATORS IN A DUMP
PU_MEKAKA_KASASA,Personnel: 2 person-hours/machine-hour,Equipment,General,Machine hours,18.14,17.09,34.18,17.09,2,USD,158.27,9.1114,2611,2509,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",EXCAVATION AND FILLING OF EMBANKMENTS FOR RAILWAYS AND ROADS
DXME-KADX-KATO_KATOSA,"Wide gauge platforms, load capacity 80.47 ton",Equipment,General,Machine hours,4.32,4.32,4.32,4.32,1,USD,76.53,17.7154,2608,2608,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",EXCAVATION AND FILLING OF EMBANKMENTS FOR RAILWAYS AND ROADS
ME_MEKAKA_TOVO,Worker Category 1,Labor,Labor,hrs,21.29,21.29,21.29,21.29,1,USD,5714.62,268.418,2594,2594,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY EXCAVATORS IN A DUMP
RI_MEKAKA_KASA,Grade 5 worker,Labor,Labor,hrs,25.04,25.04,25.04,25.04,1,USD,3158.04,126.1199,2550,2550,CONSTRUCTION WORK,Wells,WELL DRILLING,OTHER TYPES OF DRILLING
KAVO-ME-KARI-MEME_KAKAKAME,"Forgings from square billets, weight 1.5-4.5 kg",Material,Steel & Metal,ton,1366.79,1366.79,1366.79,1366.79,1,USD,408.67,0.299,2506,2506,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",EXCAVATION AND FILLING OF TRENCHES FOR MAIN AND INDUSTRIAL PIPELINES FOR GAS AND
DXME-KASA-KANE_KAKALI,"Crawler cranes, lifting capacity 27.56 ton",Equipment,Cranes,Machine hours,46.52,46.52,46.52,46.52,1,USD,1114.21,23.9512,2365,2365,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",EXCAVATION AND FILLING OF TRENCHES FOR MAIN AND INDUSTRIAL PIPELINES FOR GAS AND
KAME-TO-KARI-KATO_KAKAKAME,"Acetylene gas, technical grade",Material,Chemicals,CY,8.5,8.5,8.5,8.5,1,USD,201.39,23.6926,2331,2331,CONSTRUCTION WORK,Drilling and blasting,COVERING OF EXPLOSION AREAS AND DRILLING AND BLASTING WORKS ON ACTIVE RAILWAY TR,COVERING THE EXPLOSION AREA TO PROTECT STRUCTURES
RI_MEKAKA_KARI,2nd grade worker,Labor,Labor,hrs,17.72,17.72,17.72,17.72,1,USD,540.39,30.4959,2220,2220,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION
ME_MEKAKA_TOSA,Worker Category 1,Labor,Labor,hrs,20.57,20.57,20.57,20.57,1,USD,2534.94,123.2348,2210,2210,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY EXCAVATORS IN A DUMP
DXME-MEVO-KAME_KAKALI,"Mobile screw compressors with internal combustion engines, pressure up to 0.7 MPa (7 atm), capacity up to 5.4 m3/min",Equipment,Compressors,Machine hours,7.97,7.97,7.97,7.97,1,USD,246.43,30.9202,2133,2133,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",SOIL COMPACTION
RI_MEKAKA_KATO,Grade 3 worker,Labor,Labor,hrs,19.35,19.35,19.35,19.35,1,USD,1651.96,85.3724,2130,2130,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION
MEPU-PU-KARI-KAPU_KAMEPURI,"MA-0115 oil paint, mummy, iron minium",Material,Steel & Metal,lb,1.05,1.05,1.05,1.05,1,USD,4.67,4.4451,2013,2013,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",WATER DRAINAGE
ME_MEKAKA_TODX,Worker Category 1,Labor,Labor,hrs,21.55,21.55,21.55,21.55,1,USD,9628.96,446.8195,1933,1933,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY HYDRO-MECHANIZATION
KAME-LI-RIKA-KAVO_KAKASAME,Colored cotton rags,Material,General,lb,0.76,0.76,0.76,0.76,1,USD,2.05,2.6901,1881,1881,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",REINFORCEMENT OF EARTHEN STRUCTURE SLOPES
ME_MEKAKA_SAKA,Worker Category 1,Labor,Labor,hrs,25.04,25.04,25.04,25.04,1,USD,4616.95,184.3828,1829,1829,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS
ME_MEKAKA_PURI,Worker Category 1,Labor,Labor,hrs,22.44,22.44,22.44,22.44,1,USD,11446.05,510.0733,1798,1798,CONSTRUCTION WORK,Overhead work,SOIL DEVELOPMENT WITH SINGLE-BUCKET EXCAVATORS,BULLDOZER SLOPE FORMATION
DXME-KANE-KANE_KAPUVO,"Single-mast hoists, load capacity up to 1102.3 lb, lifting height 147.6 ft",Equipment,Cranes,Machine hours,1.14,1.14,1.14,1.14,1,USD,0.3,0.2665,1750,1750,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,OTHER WORKS,Shotcrete application on concrete surfaces
ME_MEKAKA_TONE,Worker Category 1,Labor,Labor,hrs,20.81,20.81,20.81,20.81,1,USD,6911.5,332.1239,1726,1726,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS
RISA-ME-KAME-KAPU_KAKATOME,"Coniferous wood sleeper, untreated, for broad gauge railways, type I",Material,Wood & Timber,EA,43.49,43.49,43.49,43.49,1,USD,374.08,8.6015,1707,1707,CONSTRUCTION WORK,Bridges and Pipes,MISCELLANEOUS WORKS,CONSTRUCTION OF GABION STRUCTURES
DXME-KANE-KATO_KANERI,Electric winches with pulling force up to 31.39 kN (3.2 t),Equipment,Hoists,Machine hours,0.39,0.39,0.39,0.39,1,USD,9.78,24.8522,1694,1694,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",SOIL STABILIZATION,Soil cementation
DXME-KANE-KATO_KANERI,Electricity: consumption 0.39 kW·h/machine-hour,Electricity,Electricity,Machine hours,0.04,0.04,0.04,0.04,1,USD,1.07,24.8522,1694,1694,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",SOIL STABILIZATION,Soil cementation
PU_MEKAKA_KADXKA,Personnel: 1 person-hour/machine-hour,Equipment,General,Machine hours,11.31,11.21,22.41,11.21,2,USD,651.41,58.0913,1652,1568,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL EXCAVATION WITH SCRAPERS
KAME-LI-KADX-KARI_KAKATOME,ED-KZ waterproof short-delay electric detonators,Material,Waterproofing,1000 EA,3510.8,3510.8,3510.8,3510.8,1,USD,459.31,0.1308,1647,1647,CONSTRUCTION WORK,Drilling and blasting,LOOSENING ROCK SOIL WITH BLASTING CHARGES,Loosening of rocky soils with borehole charges at a bench height of up to 1.64 f
KAME-LI-MEME-KAPU_KAKASARI,"Uncoated welding wire SV-08G2S, diameter 0.079 in",Material,Welding Consumables,lb,0.92,0.92,0.92,0.92,1,USD,26.9,29.2368,1616,1616,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",SOIL STABILIZATION,Construction of trenches under clay mortar
ME_MEKAKA_TOLI,Worker Category 1,Labor,Labor,hrs,21.05,21.05,21.05,21.05,1,USD,5054.29,240.1086,1611,1611,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY HYDRO-MECHANIZATION
DXME-KANE-KATO_KANEKA,Electric winches with a pulling force of up to 5.79 kN (0.59 t),Equipment,Hoists,Machine hours,0.2,0.2,0.2,0.2,1,USD,0.46,2.0666,1598,1598,CONSTRUCTION WORK,Metal building structures,STRUCTURES,"BUNKERS, SILOS, DECOMPOSERS, THICKENERS"
KAPU-ME-KARI-KASA,Heavy concrete mixes,Abstract Material,Concrete & Cement,CY,75.31,75.31,75.31,75.31,1,USD,4083.14,54.2178,1589,1589,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",SOIL COMPACTION
TO_RIKAKA_KAME,Category I engineer,Labor,Labor,person-hour,34.95,34.95,34.95,34.95,1,USD,4706.44,134.662,1536,1536,COMMISSIONING,Electrical equipment,SYNCHRONOUS GENERATORS AND EXCITERS,GENERATORS
PU_MEKAKA_KAVOKA,Personnel: 2 person-hours/machine-hour,Equipment,General,Machine hours,13.12,10.49,62.94,10.49,4,USD,287.88,22.2569,1525,1405,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL EXCAVATION BY EXCAVATORS WITH LOADING ONTO DUMP TRUCKS
ME_MEKAKA_TOME,Worker Category 1,Labor,Labor,hrs,19.59,19.59,19.59,19.59,1,USD,3339.65,170.4772,1517,1517,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION
DXME-MEPU-KASA_KAMERI,"General purpose semi-trailers, load capacity up to 16.53 ton",Equipment,General,Machine hours,3.32,3.32,3.32,3.32,1,USD,7.69,2.3159,1515,1515,CONSTRUCTION WORK,Wells,WELL DRILLING,OTHER TYPES OF DRILLING
TO_RIKAKA_KARI,Category II Engineer,Labor,Labor,person-hour,31.87,31.87,31.87,31.87,1,USD,3359.32,105.407,1512,1512,COMMISSIONING,Electrical equipment,SYNCHRONOUS GENERATORS AND EXCITERS,EXCITATION SYSTEMS
ME_MEKAKA_PUME,Worker Category 1,Labor,Labor,hrs,22.11,22.11,22.11,22.11,1,USD,12264.82,554.7183,1507,1507,CONSTRUCTION WORK,Drilling and blasting,"LOOSENING OF ROCK SOILS WITH CHAMBER CHARGES, MASSIVE BLASTING OF SOILS FOR EJEC",MASS BLASTING OF SOILS WITH CHAMBER CHARGES FOR EJECTING AND DISPOSING OF UP TO 
KALI-RI-KALI-MERI_KAKAKAME,"Auxiliary metal structures predominantly made of thick-gauge steel or rolled sections, with or without holes",Material,Steel & Metal,ton,2574.21,2574.21,2574.21,2574.21,1,USD,1140.14,0.4429,1498,1498,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING,PILE DRIVING WORK PERFORMED FROM THE GROUND
DXME-MEKA-KAME_KAKARI,"Filling and pressure testing units, flow rate up to 392.4 CY/h",Equipment,General,Machine hours,65.92,65.92,65.92,65.92,1,USD,618.4,9.3811,1439,1439,CONSTRUCTION WORK,Metal building structures,STRUCTURES,"TANKS, GAS TANKS"
DXME-KANE-KATO_KASASA,Electric winches with a pulling force of 19.62 kN (2.20 ton),Equipment,Hoists,Machine hours,0.34,0.34,0.34,0.34,1,USD,10.68,30.6877,1428,1428,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS
DXME-KANE-KATO_KASASA,Electricity: consumption 0.39 kW·h/machine-hour,Electricity,Electricity,Machine hours,0.04,0.04,0.04,0.04,1,USD,1.34,30.6877,1428,1428,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS
ME_MEKAKA_TORI,Worker Category 1,Labor,Labor,hrs,19.83,19.83,19.83,19.83,1,USD,2573.24,129.7651,1420,1420,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY HYDRO-MECHANIZATION
RI_MEKAKA_KANE,Grade 6 worker,Labor,Labor,hrs,29.26,29.26,29.26,29.26,1,USD,2753.57,94.107,1405,1405,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",PREPARATORY WORK RELATED TO LOGGING AND CLEARING OF AREAS AND ROUTES
MEME-ME-KARI-KAPU_KAKATOME,"Round coniferous timber, unpeeled, length 3-6.5 m, diameter 14-24 cm, grade II-III",Material,Wood & Timber,CY,101.9,101.9,101.9,101.9,1,USD,880.37,8.6396,1405,1405,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",EXCAVATION AND FILLING OF TRENCHES FOR MAIN AND INDUSTRIAL PIPELINES FOR GAS AND
KAVO-ME-KARI-MEME_KAKARITO,"Simple construction forgings (staples, fasteners, clamps), weight up to 1.6 kg",Material,Steel & Metal,lb,1.5,1.5,1.5,1.5,1,USD,131.68,87.7841,1384,1384,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,OTHER WORKS,Shotcrete application on concrete surfaces
DXME-KANE-KATO_KASAPU,Electricity: consumption 0.39 kW·h/machine-hour,Electricity,Electricity,Machine hours,0.04,0.04,0.04,0.04,1,USD,2.57,64.2005,1381,1381,CONSTRUCTION WORK,Tunneling works,MINING WORKS PERFORMED BY CONVENTIONAL METHODS,"PASSAGE OF VERTICAL SHAFTS CONNECTED TO SURROUNDING COURTYARDS, LOADING DEVICE C"
DXME-KANE-KATO_KASAPU,Mine maneuvering winches for pulling mine cars to the first break,Equipment,Hoists,Machine hours,1.03,1.03,1.03,1.03,1,USD,66.13,64.2005,1381,1381,CONSTRUCTION WORK,Tunneling works,MINING WORKS PERFORMED BY CONVENTIONAL METHODS,"PASSAGE OF VERTICAL SHAFTS CONNECTED TO SURROUNDING COURTYARDS, LOADING DEVICE C"
DXME-KALI-KAPU_KAKAME,Deep vibrators,Equipment,General,Machine hours,0.26,0.26,0.26,0.26,1,USD,11.64,44.2624,1380,1380,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING,PILE DRIVING WORK PERFORMED FROM THE GROUND
KAME-PU-KATO-KAPU_KAKAMEME,"Hexagonal hollow drill steel 55S2, outer size 0.866 in, inner diameter 6.5 mm",Material,Steel & Metal,ton,3801.76,3801.76,3801.76,3801.76,1,USD,130.48,0.0343,1369,1369,CONSTRUCTION WORK,Tunnels and subways,CLOSED METHOD OF OPERATION,DRIVING INCLINED AND VERTICAL WORKINGS
DXME-RIME-MEKA_KAKAME,Pneumatic jackhammers for use with stationary compressor stations,Equipment,Compressors,Machine hours,1.3,1.3,1.3,1.3,1,USD,103.92,79.9384,1367,1367,CONSTRUCTION WORK,Heat supply and gas pipelines - outdoor networks,GAS PIPELINES IN CITIES AND SETTLEMENTS,ELECTROCHEMICAL PROTECTION OF GAS PIPELINES IN CITIES AND SETTLEMENTS
MEME-ME-KATO-KAME_KAKANELI,"Edged softwood timber (spruce, pine), natural moisture content, length 2-6.5 m, width 3.94 in and above, thickness 3.94 in and above, grade III",Material,Wood & Timber,CY,244.11,244.11,244.11,244.11,1,USD,510.68,2.092,1364,1364,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING,PILE DRIVING WORK PERFORMED FROM THE GROUND
KAME-LI-RIKA-KAVO_KAMERIRI,"Cotton wipes, dimensions 400x15.75 in, surface density from 105 to 0.384 oz/SF",Material,General,SF,0.04,0.04,0.04,0.04,1,USD,3.0,74.5749,1359,1359,CONSTRUCTION WORK,Metal building structures,NUCLEAR POWER PLANT CONSTRUCTIONS,INSTALLATION OF METAL STRUCTURES FOR NUCLEAR POWER PLANTS
DXME-RIME-RIRI_TOKAME,Supports for portable pneumatic perforators,Equipment,General,Machine hours,0.1,0.1,0.1,0.1,1,USD,14.25,142.5046,1339,1339,CONSTRUCTION WORK,Tunnels and subways,CLOSED METHOD OF OPERATION,SHAFT PASSAGE
ME_MEKAKA_TOPU,Worker Category 1,Labor,Labor,hrs,20.33,20.33,20.33,20.33,1,USD,2362.74,116.2194,1337,1337,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY HYDRO-MECHANIZATION
KAME-LI-MEDX-KAPU_KAKATOME,Rubber gaskets (pressed technical plate),Material,Rubber,lb,1.94,1.94,1.94,1.94,1,USD,18.57,9.5735,1331,1331,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY HYDRO-MECHANIZATION
