resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
ME_MEKAKA_TOKA,"Classe de travail moyenne 3,0",Labor,Labor,heures,14.64,14.64,14.64,14.64,1,EUR,1537.57,105.0412,2694,2694,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXCAVATION DU SOL À L'AIDE D'EXCAVATRICES DANS LA DÉCHARGE
PU_MEKAKA_KASASA,Personnel : 2 personnes-heures/machine-heure,Operator,Operators,Heures machine,23.14,21.8,43.61,21.8,2,EUR,197.91,8.9018,2611,2509,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXCAVATION ET REMBLAIEMENT POUR VOIES FERRÉES ET ROUTES
DXME-KADX-KATO_KATOSA,"Plateformes à voie large, capacité de charge 73 t",Equipment,General,Heures machine,5.5,5.5,5.5,5.5,1,EUR,89.69,16.2964,2608,2608,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXCAVATION ET REMBLAIEMENT POUR VOIES FERRÉES ET ROUTES
ME_MEKAKA_TOVO,Charge de travail moyenne 3,Labor,Labor,heures,16.11,16.11,16.11,16.11,1,EUR,4558.88,282.9182,2594,2594,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXCAVATION DU SOL À L'AIDE D'EXCAVATRICES DANS LA DÉCHARGE
RI_MEKAKA_KASA,Ouvrier de 5e catégorie,Labor,Labor,heures,18.94,18.94,18.94,18.94,1,EUR,2794.99,147.549,2550,2547,TRAVAUX DE CONSTRUCTION,Forages,FORAGE DE PUITS,AUTRES TYPES DE FORAGE
KAVO-ME-KARI-MEME_KAKAKAME,"Pièces forgées à partir de billettes carrées, poids 1,5-4,5 kg",Material,General,t,2063.76,2063.76,2063.76,2063.76,1,EUR,601.95,0.3771,2506,2506,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",CREUSEMENT ET REMBLAYAGE DE TRANCHÉES POUR LES CONDUITES PRINCIPALES ET INDUSTRI
DXME-KASA-KANE_KAKALI,"Grues sur chenilles, capacité de charge 25 t",Equipment,General,Heures machine,59.34,59.34,59.34,59.34,1,EUR,1534.29,25.8546,2365,2365,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",CREUSEMENT ET REMBLAYAGE DE TRANCHÉES POUR LES CONDUITES PRINCIPALES ET INDUSTRI
KAME-TO-KARI-KATO_KAKAKAME,Acétylène gazeux technique,Material,General,m3,15.22,15.22,15.22,15.22,1,EUR,276.82,18.6248,2331,2331,TRAVAUX DE CONSTRUCTION,Travaux de forage et de dynamitage,COUVERTURE DES ZONES D'EXPLOSION ET RÉALISATION DE TRAVAUX DE FORAGE ET D'EXPLOS,COUVERTURE DE LA ZONE D'EXPLOSION POUR LA PROTECTION DES INSTALLATIONS
RI_MEKAKA_KARI,Ouvrier de 2e catégorie,Labor,Labor,heures,13.41,13.41,13.41,13.41,1,EUR,522.95,39.0037,2220,2220,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXCAVATION DU SOL ET INSTALLATION DE DRAINAGES DANS LA CONSTRUCTION DE RÉSEAUX D
ME_MEKAKA_TOSA,"Décharge moyenne 3,5",Labor,Labor,heures,15.56,15.56,15.56,15.56,1,EUR,2403.44,154.4608,2210,2210,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXCAVATION DU SOL À L'AIDE D'EXCAVATRICES DANS LA DÉCHARGE
DXME-MEVO-KAME_KAKALI,"Compresseurs à vis mobiles avec moteur à combustion interne, pression jusqu'à 0,7 MPa (7 atm), débit jusqu'à 5,4 m3/min",Equipment,General,Heures machine,10.17,10.17,10.17,10.17,1,EUR,308.32,30.3838,2133,2133,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"AUTRES TYPES DE TRAVAUX DE TERRASSEMENT, TRAVAUX PRÉPARATOIRES, CONNEXES ET DE R",COMPACTAGE DU SOL
RI_MEKAKA_KATO,Ouvrier de 3e catégorie,Labor,Labor,heures,14.64,14.64,14.64,14.64,1,EUR,1230.76,84.0812,2130,2130,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXCAVATION DU SOL ET INSTALLATION DE DRAINAGES DANS LA CONSTRUCTION DE RÉSEAUX D
MEPU-PU-KARI-KAPU_KAMEPURI,"Peinture à l'huile MA-0115, momie, minium de fer",Material,General,kg,3.16,3.16,3.16,3.16,1,EUR,7.5,2.3889,2013,2013,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"AUTRES TYPES DE TRAVAUX DE TERRASSEMENT, TRAVAUX PRÉPARATOIRES, CONNEXES ET DE R",DRAINAGE
ME_MEKAKA_TODX,"Débit moyen 3,9",Labor,Labor,heures,16.3,16.3,16.3,16.3,1,EUR,7579.66,465.0566,1933,1933,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXPLOITATION DU SOL PAR HYDRO-MÉCANISATION
KAME-LI-RIKA-KAVO_KAKASAME,Chiffons en coton colorés,Material,General,kg,2.3,2.3,2.3,2.3,1,EUR,3.26,1.468,1881,1881,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"AUTRES TYPES DE TRAVAUX DE TERRASSEMENT, TRAVAUX PRÉPARATOIRES, CONNEXES ET DE R",RENFORCEMENT DES PENTES DES OUVRAGES EN TERRE
ME_MEKAKA_SAKA,Charge de travail moyenne 5,Labor,Labor,heures,18.94,18.94,18.94,18.94,1,EUR,4708.09,248.542,1829,1829,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"AUTRES TYPES DE TRAVAUX DE TERRASSEMENT, TRAVAUX PRÉPARATOIRES, CONNEXES ET DE R",EXPLOITATION DE SOLS PERMANENTEMENT GELÉS ET ROCHEUX
ME_MEKAKA_PURI,"Classe de travail moyenne 4,2",Labor,Labor,heures,16.97,16.97,16.97,16.97,1,EUR,8915.38,525.2102,1798,1798,TRAVAUX DE CONSTRUCTION,Travaux de forage,EXPLOITATION DU SOL À L'AIDE D'EXCAVATRICES À GODET,FORMATION DE REMBLAIS À L'AIDE DE BULLDOZERS
DXME-KANE-KANE_KAPUVO,"Élévateurs à mât unique, capacité de charge jusqu'à 500 kg, hauteur de levage 45 m",Equipment,General,Heures machine,1.46,1.46,1.46,1.46,1,EUR,1.24,0.8595,1750,1750,TRAVAUX DE CONSTRUCTION,Structures monolithiques en béton et en béton armé,AUTRES TRAVAUX,Grenaillage de la surface en béton
ME_MEKAKA_TONE,"Décharge moyenne 3,6",Labor,Labor,heures,15.74,15.74,15.74,15.74,1,EUR,4796.19,304.62,1726,1726,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"AUTRES TYPES DE TRAVAUX DE TERRASSEMENT, TRAVAUX PRÉPARATOIRES, CONNEXES ET DE R",EXPLOITATION DE SOLS PERMANENTEMENT GELÉS ET ROCHEUX
RISA-ME-KAME-KAPU_KAKATOME,"Traverse en bois de conifères, non imprégnée, pour voies ferrées à écartement large, type I",Material,General,pièce,59.57,59.57,59.57,59.57,1,EUR,517.54,8.688,1707,1707,TRAVAUX DE CONSTRUCTION,Ponts et conduites,TRAVAUX DIVERS,CONSTRUCTION DE STRUCTURES EN GABIONS
DXME-KANE-KATO_KANERI,"Treuils électriques avec une force de traction jusqu'à 31,39 kN (3,2 t)",Equipment,General,Heures machine,0.5,0.5,0.5,0.5,1,EUR,13.49,26.803,1694,1694,TRAVAUX DE CONSTRUCTION,"Travaux de battage, puits de forage, consolidation des sols",FIXATION DES SOLS,Cimentation des sols
DXME-KANE-KATO_KANERI,"Électricité : consommation 0,39 kW·h/machine-heure",Electricity,Electricity,Heures machine,0.05,0.05,0.05,0.05,1,EUR,1.42,26.803,1694,1694,TRAVAUX DE CONSTRUCTION,"Travaux de battage, puits de forage, consolidation des sols",FIXATION DES SOLS,Cimentation des sols
PU_MEKAKA_KADXKA,Personnel : 1 personne-heure/machine-heure,Operator,Operators,Heures machine,14.43,14.3,28.59,14.3,2,EUR,612.84,42.8438,1652,1568,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXPLOITATION DU SOL À L'AIDE DE RÉCUPÉRATEURS
KAME-LI-KADX-KARI_KAKATOME,"Détonateurs électriques à retardement court, résistants à l'eau ED-KZ",Material,General,1000 pièces,4809.07,4809.07,4809.07,4809.07,1,EUR,774.67,0.1731,1647,1647,TRAVAUX DE CONSTRUCTION,Travaux de forage et de dynamitage,BRISAGE DE SOLS ROCHEUX À L'AIDE DE CHARGES EXPLOSIVES,Ameublissement des sols rocheux à l'aide de charges explosives lorsque la hauteu
KAME-LI-MEME-KAPU_KAKASARI,"Fil à souder sans revêtement SV-08G2S, diamètre 2 mm",Material,General,kg,2.8,2.8,2.8,2.8,1,EUR,36.99,13.5551,1616,1616,TRAVAUX DE CONSTRUCTION,"Travaux de battage, puits de forage, consolidation des sols",FIXATION DES SOLS,Aménagement de tranchées sous une solution argileuse
ME_MEKAKA_TOLI,"Décharge moyenne 3,7",Labor,Labor,heures,15.93,15.93,15.93,15.93,1,EUR,3725.36,233.8704,1611,1611,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXPLOITATION DU SOL PAR HYDRO-MÉCANISATION
DXME-KANE-KATO_KANEKA,"Treuils électriques avec une force de traction jusqu'à 5,79 kN (0,59 t)",Equipment,General,Heures machine,0.25,0.25,0.25,0.25,1,EUR,0.62,2.1957,1598,1598,TRAVAUX DE CONSTRUCTION,Structures métalliques de construction,CONSTRUCTIONS,"TRÉPIDES, SILOS, DÉCOMPOSEURS, ÉPAISSISSEURS"
KAPU-ME-KARI-KASA,Mélanges de béton lourd,Abstract Material,General,m3,134.93,134.93,134.93,134.93,1,EUR,6867.57,50.899,1589,1589,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"AUTRES TYPES DE TRAVAUX DE TERRASSEMENT, TRAVAUX PRÉPARATOIRES, CONNEXES ET DE R",COMPACTAGE DU SOL
TO_RIKAKA_KAME,Ingénieur de catégorie I,Material,General,personnes-heures,26.45,26.45,26.45,26.45,1,EUR,3580.38,135.3824,1536,1536,TRAVAUX DE MISE EN SERVICE,Appareils électrotechniques,GÉNÉRATEURS SYNCHRONES ET EXCITATEURS,GÉNÉRATEURS
PU_MEKAKA_KAVOKA,Personnel : 2 personnes-heures/machine-heure,Operator,Operators,Heures machine,16.73,13.38,80.29,13.38,4,EUR,588.76,29.544,1525,1405,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXPLOITATION DU SOL À L'AIDE D'EXCAVATRICES AVEC CHARGEMENT SUR DES CAMIONS À BE
ME_MEKAKA_TOME,Charge de travail moyenne 3,Labor,Labor,heures,14.82,14.82,14.82,14.82,1,EUR,2862.42,193.1154,1517,1517,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXCAVATION DU SOL ET INSTALLATION DE DRAINAGES DANS LA CONSTRUCTION DE RÉSEAUX D
DXME-MEPU-KASA_KAMERI,"Semi-remorques à usage général, capacité de charge jusqu'à 15 t",Equipment,General,Heures machine,4.23,4.23,4.23,4.23,1,EUR,8.96,2.1166,1515,1515,TRAVAUX DE CONSTRUCTION,Forages,FORAGE DE PUITS,AUTRES TYPES DE FORAGE
TO_RIKAKA_KARI,Ingénieur de catégorie II,Material,General,personnes-heures,24.11,24.11,24.11,24.11,1,EUR,2541.55,105.4181,1512,1512,TRAVAUX DE MISE EN SERVICE,Appareils électrotechniques,GÉNÉRATEURS SYNCHRONES ET EXCITATEURS,SYSTÈMES D'EXCITATION
ME_MEKAKA_PUME,Charge de travail moyenne 4,Labor,Labor,heures,16.73,16.73,16.73,16.73,1,EUR,9964.89,595.6684,1507,1507,TRAVAUX DE CONSTRUCTION,Travaux de forage et de dynamitage,"AFFLUENTION DES SOLS ROCHEUX À L'AIDE DE CHARGES CHAMBRÉES, EXPLOSION MASSIVE DE",EXPLOSION MASSIVE DE SOLS À L'AIDE DE CHARGES EXPLOSIVES POUR ÉVACUER ET JETER J
KALI-RI-KALI-MERI_KAKAKAME,"Structures métalliques auxiliaires, principalement en acier épais ou en profilés laminés, avec ou sans ouvertures",Material,Steel & Metal,t,3886.89,3886.89,3886.89,3886.89,1,EUR,1336.83,0.4245,1498,1498,TRAVAUX DE CONSTRUCTION,"Travaux de battage, puits de forage, consolidation des sols",TRAVAUX DE PILOTAGE,TRAVAUX DE FORAGE RÉALISÉS À PARTIR DU SOL
DXME-MEKA-KAME_KAKARI,"Unités de remplissage et de pressage, débit jusqu'à 300 m3/h",Equipment,General,Heures machine,84.11,84.11,84.11,84.11,1,EUR,1027.17,12.2124,1439,1439,TRAVAUX DE CONSTRUCTION,Structures métalliques de construction,CONSTRUCTIONS,"RÉSERVOIRS, RÉSERVOIRS À GAZ"
DXME-KANE-KATO_KASASA,"Treuils électriques avec une force de traction de 19,62 kN (2 t)",Equipment,General,Heures machine,0.43,0.43,0.43,0.43,1,EUR,17.07,39.7806,1428,1428,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"AUTRES TYPES DE TRAVAUX DE TERRASSEMENT, TRAVAUX PRÉPARATOIRES, CONNEXES ET DE R",EXPLOITATION DE SOLS PERMANENTEMENT GELÉS ET ROCHEUX
DXME-KANE-KATO_KASASA,"Électricité : consommation 0,39 kW·h/machine-heure",Electricity,Electricity,Heures machine,0.05,0.05,0.05,0.05,1,EUR,2.04,39.7806,1428,1428,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"AUTRES TYPES DE TRAVAUX DE TERRASSEMENT, TRAVAUX PRÉPARATOIRES, CONNEXES ET DE R",EXPLOITATION DE SOLS PERMANENTEMENT GELÉS ET ROCHEUX
ME_MEKAKA_TORI,Charge de travail moyenne 3,Labor,Labor,heures,15.01,15.01,15.01,15.01,1,EUR,2415.01,160.9293,1420,1420,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",EXPLOITATION DU SOL PAR HYDRO-MÉCANISATION
RI_MEKAKA_KANE,Ouvrier de 6e catégorie,Labor,Labor,heures,22.14,22.14,22.14,22.14,1,EUR,1866.56,84.3031,1405,1405,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"AUTRES TYPES DE TRAVAUX DE TERRASSEMENT, TRAVAUX PRÉPARATOIRES, CONNEXES ET DE R",TRAVAUX PRÉPARATOIRES LIÉS À L'ABATTAGE DES ARBRES ET AU DÉFRICHAGE DES TERRAINS
MEME-ME-KARI-KAPU_KAKATOME,"Bois rond de conifères non écorcé, longueur 3-6,5 m, diamètre 14-24 cm, classe II-III",Material,General,m3,182.57,182.57,182.57,182.57,1,EUR,875.38,4.9251,1405,1405,TRAVAUX DE CONSTRUCTION,Travaux de terrassement,"MÉCANISATION DU TRAVAIL DU SOL (À L'AIDE D'EXCAVATRICES, DE RÉCUPÉRATEURS, DE BU",CREUSEMENT ET REMBLAYAGE DE TRANCHÉES POUR LES CONDUITES PRINCIPALES ET INDUSTRI
KAVO-ME-KARI-MEME_KAKARITO,"Pièces forgées simples pour la construction (agrafes, attaches, colliers), poids jusqu'à 1,6 kg",Material,General,kg,4.53,4.53,4.53,4.53,1,EUR,195.98,43.3063,1384,1384,TRAVAUX DE CONSTRUCTION,Structures monolithiques en béton et en béton armé,AUTRES TRAVAUX,Grenaillage de la surface en béton
DXME-KANE-KATO_KASAPU,"Électricité : consommation 0,39 kW·h/machine-heure",Electricity,Electricity,Heures machine,0.05,0.05,0.05,0.05,1,EUR,4.21,84.7095,1381,1381,TRAVAUX DE CONSTRUCTION,Travaux de creusement de galeries,TRAVAUX DE PERÇAGE DE TUNNELS RÉALISÉS DE MANIÈRE CONVENTIONNELLE,"PASSAGE DES COUPLAGES DES PUITS VERTICAUX AVEC LES COURES ENTOURANTES, LES CHAMB"
