resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
KAME-TO-KARI-KADX_KAKARIRI,Propane-butane technical mixture,Material,Chemicals,kg,1.85,1.85,1.85,1.85,1,CAD,18.08,9.9601,4774,4774,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",REINFORCEMENT OF EARTHEN STRUCTURE SLOPES
PU_MEKAKA_KALIKA,Personnel: 1 person-hour/machine-hour,Operator,Operators,Machine hours,14.0,13.02,78.09,13.02,5,CAD,518.13,39.065,4659,4214,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY EXCAVATORS IN A DUMP
PU_MEKAKA_KATOKA,Personnel: 1 person-hour/machine-hour,Operator,Operators,Machine hours,8.16,8.07,16.13,8.07,2,CAD,115.94,14.3887,4041,3793,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",MANUAL SOIL EXCAVATION
DXME-MELI-KAPU_KAPURI,Gas welding and cutting equipment,Equipment,Welding Equip.,Machine hours,0.14,0.14,0.14,0.14,1,CAD,2.73,18.4995,3819,3819,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",WATER DRAINAGE
KAME-LI-MESA-KATO_KAKAPURI,Bolts with nuts and washers for construction,Material,Fasteners,kg,5.48,5.48,5.48,5.48,1,CAD,180.75,33.0324,3400,3400,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL EXCAVATION BY EXCAVATORS WITH LOADING ONTO DUMP TRUCKS
KAME-LI-KATO-KAME_KAKAKARI,Tap water,Material,Water,m3,1.18,1.18,1.18,1.18,1,CAD,2539.61,2173.361,3328,3328,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS,Injection of channel formers for the reactor building protective shell prestress
KAME-LI-MESA-KANE_KAMEMEME,Construction nails,Material,Fasteners,t,2353.52,2353.52,2353.52,2353.52,1,CAD,35.22,0.0312,3190,3190,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL EXCAVATION BY EXCAVATORS WITH LOADING ONTO DUMP TRUCKS
DXME-KANE-KASA_KAMEME,"Universal front-end pneumatic wheeled single-bucket loaders, nominal capacity of main bucket RI.NE m3, load capacity 5 t",Equipment,General,Machine hours,43.74,43.74,43.74,43.74,1,CAD,85.77,1.9765,2921,2921,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION
RI_MEKAKA_KAPU,Grade 4 worker,Labor,Labor,hrs,17.12,17.12,17.12,17.12,1,CAD,1227.27,71.7006,2918,2918,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION
DXME-KADX-KARI_KAKAVO,"Non-tipping mine cars, capacity RI.SA m3",Equipment,General,Machine hours,0.31,0.31,0.31,0.31,1,CAD,25.8,84.2565,2892,2892,CONSTRUCTION WORK,Tunneling works,MINING WORKS PERFORMED BY CONVENTIONAL METHODS,"PASSAGE OF VERTICAL SHAFTS CONNECTED TO SURROUNDING COURTYARDS, LOADING DEVICE C"
KAME-LI-MEME-KALI_KARITOKA,"Welding electrodes for welding low-alloy and carbon steels UONI 13/55, E50A, diameter 4-5 mm",Material,Steel & Metal,kg,3.74,3.74,3.74,3.74,1,CAD,222.13,59.5305,2861,2861,CONSTRUCTION WORK,Wells,WELL DRILLING,OTHER TYPES OF DRILLING
ME_MEKAKA_TOKA,Average workload TO.KA,Labor,Labor,hrs,15.2,15.2,15.2,15.2,1,CAD,1596.7,105.0412,2694,2694,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY EXCAVATORS IN A DUMP
PU_MEKAKA_KASASA,Personnel: 2 man-hours/machine-hour,Operator,Operators,Machine hours,24.04,22.64,45.28,22.64,2,CAD,205.52,8.9018,2611,2509,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",EXCAVATION AND FILLING OF EMBANKMENTS FOR RAILWAYS AND ROADS
DXME-KADX-KATO_KATOSA,"Wide gauge platforms, load capacity 73 t",Equipment,General,Machine hours,5.72,5.72,5.72,5.72,1,CAD,93.14,16.2964,2608,2608,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",EXCAVATION AND FILLING OF EMBANKMENTS FOR RAILWAYS AND ROADS
ME_MEKAKA_TOVO,Worker Category 1,Labor,Labor,hrs,16.73,16.73,16.73,16.73,1,CAD,4734.22,282.9182,2594,2594,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY EXCAVATORS IN A DUMP
RI_MEKAKA_KASA,Grade 5 worker,Labor,Labor,hrs,19.67,19.67,19.67,19.67,1,CAD,2902.49,147.549,2550,2550,CONSTRUCTION WORK,Wells,WELL DRILLING,OTHER TYPES OF DRILLING
KAVO-ME-KARI-MEME_KAKAKAME,"Forgings from square billets, weight ME.SA-PU.SA kg",Material,Steel & Metal,t,2143.14,2143.14,2143.14,2143.14,1,CAD,625.11,0.3771,2506,2506,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",EXCAVATION AND FILLING OF TRENCHES FOR MAIN AND INDUSTRIAL PIPELINES FOR GAS AND
DXME-KASA-KANE_KAKALI,"Crawler cranes, lifting capacity 25 t",Equipment,Cranes,Machine hours,61.63,61.63,61.63,61.63,1,CAD,1593.3,25.8546,2365,2365,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",EXCAVATION AND FILLING OF TRENCHES FOR MAIN AND INDUSTRIAL PIPELINES FOR GAS AND
KAME-TO-KARI-KATO_KAKAKAME,"Acetylene gas, technical grade",Material,Chemicals,m3,15.81,15.81,15.81,15.81,1,CAD,287.46,18.6248,2331,2331,CONSTRUCTION WORK,Drilling and blasting,COVERING OF EXPLOSION AREAS AND DRILLING AND BLASTING WORKS ON ACTIVE RAILWAY TR,COVERING THE EXPLOSION AREA TO PROTECT STRUCTURES
RI_MEKAKA_KARI,2nd grade worker,Labor,Labor,hrs,13.92,13.92,13.92,13.92,1,CAD,543.06,39.0037,2220,2220,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION
ME_MEKAKA_TOSA,Worker Category 1,Labor,Labor,hrs,16.16,16.16,16.16,16.16,1,CAD,2495.88,154.4608,2210,2210,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY EXCAVATORS IN A DUMP
DXME-MEVO-KAME_KAKALI,"Mobile screw compressors with internal combustion engines, pressure up to KA.LI MPa (7 atm), capacity up to SA.PU m3/min",Equipment,Compressors,Machine hours,10.56,10.56,10.56,10.56,1,CAD,320.18,30.3838,2133,2133,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",SOIL COMPACTION
RI_MEKAKA_KATO,Grade 3 worker,Labor,Labor,hrs,15.2,15.2,15.2,15.2,1,CAD,1278.1,84.0812,2130,2130,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION
MEPU-PU-KARI-KAPU_KAMEPURI,"MA-0115 oil paint, mummy, iron minium",Material,Steel & Metal,kg,3.28,3.28,3.28,3.28,1,CAD,7.78,2.3889,2013,2013,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",WATER DRAINAGE
ME_MEKAKA_TODX,Worker Category 1,Labor,Labor,hrs,16.93,16.93,16.93,16.93,1,CAD,7871.19,465.0566,1933,1933,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY HYDRO-MECHANIZATION
KAME-LI-RIKA-KAVO_KAKASAME,Colored cotton rags,Material,General,kg,2.39,2.39,2.39,2.39,1,CAD,3.38,1.468,1881,1881,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",REINFORCEMENT OF EARTHEN STRUCTURE SLOPES
ME_MEKAKA_SAKA,Worker Category 1,Labor,Labor,hrs,19.67,19.67,19.67,19.67,1,CAD,4889.17,248.542,1829,1829,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS
ME_MEKAKA_PURI,Worker Category 1,Labor,Labor,hrs,17.63,17.63,17.63,17.63,1,CAD,9258.28,525.2102,1798,1798,CONSTRUCTION WORK,Overhead work,SOIL DEVELOPMENT WITH SINGLE-BUCKET EXCAVATORS,BULLDOZER SLOPE FORMATION
DXME-KANE-KANE_KAPUVO,"Single-mast hoists, load capacity up to 500 kg, lifting height 45 m",Equipment,Cranes,Machine hours,1.51,1.51,1.51,1.51,1,CAD,1.29,0.8595,1750,1750,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,OTHER WORKS,Shotcrete application on concrete surfaces
ME_MEKAKA_TONE,Worker Category 1,Labor,Labor,hrs,16.35,16.35,16.35,16.35,1,CAD,4980.66,304.62,1726,1726,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS
RISA-ME-KAME-KAPU_KAKATOME,"Coniferous wood sleeper, untreated, for broad gauge railways, type I",Material,Wood & Timber,pcs,61.86,61.86,61.86,61.86,1,CAD,537.45,8.688,1707,1707,CONSTRUCTION WORK,Bridges and Pipes,MISCELLANEOUS WORKS,CONSTRUCTION OF GABION STRUCTURES
DXME-KANE-KATO_KANERI,Electric winches with pulling force up to TOME.TODX kN (TO.RI t),Equipment,Hoists,Machine hours,0.52,0.52,0.52,0.52,1,CAD,14.01,26.803,1694,1694,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",SOIL STABILIZATION,Soil cementation
DXME-KANE-KATO_KANERI,Electricity: consumption KA.TODX kW·h/machine-hour,Electricity,Electricity,Machine hours,0.05,0.05,0.05,0.05,1,CAD,1.48,26.803,1694,1694,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",SOIL STABILIZATION,Soil cementation
PU_MEKAKA_KADXKA,Personnel: 1 person-hour/machine-hour,Operator,Operators,Machine hours,14.98,14.85,29.69,14.85,2,CAD,636.41,42.8438,1652,1568,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL EXCAVATION WITH SCRAPERS
KAME-LI-KADX-KARI_KAKATOME,ED-KZ waterproof short-delay electric detonators,Material,Waterproofing,1000 pcs,4994.03,4994.03,4994.03,4994.03,1,CAD,804.46,0.1731,1647,1647,CONSTRUCTION WORK,Drilling and blasting,LOOSENING ROCK SOIL WITH BLASTING CHARGES,Loosening of rocky soils with borehole charges at a bench height of up to 0.5 m 
KAME-LI-MEME-KAPU_KAKASARI,"Uncoated welding wire SV-08G2S, diameter 2 mm",Material,Welding Consumables,kg,2.9,2.9,2.9,2.9,1,CAD,38.42,13.5551,1616,1616,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",SOIL STABILIZATION,Construction of trenches under clay mortar
ME_MEKAKA_TOLI,Worker Category 1,Labor,Labor,hrs,16.54,16.54,16.54,16.54,1,CAD,3868.64,233.8704,1611,1611,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY HYDRO-MECHANIZATION
DXME-KANE-KATO_KANEKA,Electric winches with a pulling force of up to SA.LIDX kN (KA.SADX t),Equipment,Hoists,Machine hours,0.26,0.26,0.26,0.26,1,CAD,0.62,2.1957,1598,1598,CONSTRUCTION WORK,Metal building structures,STRUCTURES,"BUNKERS, SILOS, DECOMPOSERS, THICKENERS"
KAPU-ME-KARI-KASA,Heavy concrete mixes,Abstract Material,Concrete & Cement,m3,140.11,140.11,140.11,140.11,1,CAD,7131.71,50.899,1589,1589,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",SOIL COMPACTION
TO_RIKAKA_KAME,Category I engineer,Labor,Labor,person-hour,27.46,27.46,27.46,27.46,1,CAD,3718.09,135.3824,1536,1536,COMMISSIONING,Electrical equipment,SYNCHRONOUS GENERATORS AND EXCITERS,GENERATORS
PU_MEKAKA_KAVOKA,Personnel: 2 man-hours/machine-hour,Operator,Operators,Machine hours,17.38,13.9,83.38,13.9,4,CAD,611.4,29.544,1525,1405,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL EXCAVATION BY EXCAVATORS WITH LOADING ONTO DUMP TRUCKS
ME_MEKAKA_TOME,Worker Category 1,Labor,Labor,hrs,15.39,15.39,15.39,15.39,1,CAD,2972.51,193.1154,1517,1517,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION
DXME-MEPU-KASA_KAMERI,"General purpose semi-trailers, load capacity up to 15 t",Equipment,General,Machine hours,4.4,4.4,4.4,4.4,1,CAD,9.31,2.1166,1515,1515,CONSTRUCTION WORK,Wells,WELL DRILLING,OTHER TYPES OF DRILLING
TO_RIKAKA_KARI,Category II Engineer,Labor,Labor,person-hour,25.04,25.04,25.04,25.04,1,CAD,2639.31,105.4181,1512,1512,COMMISSIONING,Electrical equipment,SYNCHRONOUS GENERATORS AND EXCITERS,EXCITATION SYSTEMS
ME_MEKAKA_PUME,Worker Category 1,Labor,Labor,hrs,17.37,17.37,17.37,17.37,1,CAD,10348.15,595.6684,1507,1507,CONSTRUCTION WORK,Drilling and blasting,"LOOSENING OF ROCK SOILS WITH CHAMBER CHARGES, MASSIVE BLASTING OF SOILS FOR EJEC",MASS BLASTING OF SOILS WITH CHAMBER CHARGES FOR EJECTING AND DISPOSING OF UP TO 
KALI-RI-KALI-MERI_KAKAKAME,"Auxiliary metal structures predominantly made of thick-gauge steel or rolled sections, with or without holes",Material,Steel & Metal,t,4036.39,4036.39,4036.39,4036.39,1,CAD,1388.25,0.4245,1498,1498,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING,PILE DRIVING WORK PERFORMED FROM THE GROUND
DXME-MEKA-KAME_KAKARI,"Filling and pressure testing units, flow rate up to 300 m3/h",Equipment,General,Machine hours,87.34,87.34,87.34,87.34,1,CAD,1066.67,12.2124,1439,1439,CONSTRUCTION WORK,Metal building structures,STRUCTURES,"TANKS, GAS TANKS"
DXME-KANE-KATO_KASASA,Electric winches with a pulling force of MEDX.NERI kN (2 t),Equipment,Hoists,Machine hours,0.45,0.45,0.45,0.45,1,CAD,17.72,39.7806,1428,1428,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS
DXME-KANE-KATO_KASASA,Electricity: consumption KA.TODX kW·h/machine-hour,Electricity,Electricity,Machine hours,0.05,0.05,0.05,0.05,1,CAD,2.11,39.7806,1428,1428,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS
ME_MEKAKA_TORI,Worker Category 1,Labor,Labor,hrs,15.58,15.58,15.58,15.58,1,CAD,2507.9,160.9293,1420,1420,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY HYDRO-MECHANIZATION
RI_MEKAKA_KANE,Grade 6 worker,Labor,Labor,hrs,22.99,22.99,22.99,22.99,1,CAD,1938.35,84.3031,1405,1405,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS",PREPARATORY WORK RELATED TO LOGGING AND CLEARING OF AREAS AND ROUTES
MEME-ME-KARI-KAPU_KAKATOME,"Round coniferous timber, unpeeled, length TO-NE.SA m, diameter 14-24 cm, grade II-III",Material,Wood & Timber,m3,189.59,189.59,189.59,189.59,1,CAD,909.05,4.9251,1405,1405,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",EXCAVATION AND FILLING OF TRENCHES FOR MAIN AND INDUSTRIAL PIPELINES FOR GAS AND
KAVO-ME-KARI-MEME_KAKARITO,"Simple construction forgings (staples, fasteners, clamps), weight up to ME.NE kg",Material,Steel & Metal,kg,4.7,4.7,4.7,4.7,1,CAD,203.51,43.3063,1384,1384,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,OTHER WORKS,Shotcrete application on concrete surfaces
DXME-KANE-KATO_KASAPU,Electricity: consumption KA.TODX kW·h/machine-hour,Electricity,Electricity,Machine hours,0.05,0.05,0.05,0.05,1,CAD,4.37,84.7095,1381,1381,CONSTRUCTION WORK,Tunneling works,MINING WORKS PERFORMED BY CONVENTIONAL METHODS,"PASSAGE OF VERTICAL SHAFTS CONNECTED TO SURROUNDING COURTYARDS, LOADING DEVICE C"
DXME-KANE-KATO_KASAPU,Mine maneuvering winches for pulling mine cars to the first break,Equipment,Hoists,Machine hours,1.36,1.36,1.36,1.36,1,CAD,114.94,84.7095,1381,1381,CONSTRUCTION WORK,Tunneling works,MINING WORKS PERFORMED BY CONVENTIONAL METHODS,"PASSAGE OF VERTICAL SHAFTS CONNECTED TO SURROUNDING COURTYARDS, LOADING DEVICE C"
DXME-KALI-KAPU_KAKAME,Deep vibrators,Equipment,General,Machine hours,0.35,0.35,0.35,0.35,1,CAD,20.76,58.6705,1380,1380,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING,PILE DRIVING WORK PERFORMED FROM THE GROUND
KAME-PU-KATO-KAPU_KAKAMEME,"Hexagonal hollow drill steel 55S2, outer size 22 mm, inner diameter NE.SA mm",Material,Steel & Metal,t,5961.19,5961.19,5961.19,5961.19,1,CAD,202.59,0.0386,1369,1369,CONSTRUCTION WORK,Tunnels and subways,CLOSED METHOD OF OPERATION,DRIVING INCLINED AND VERTICAL WORKINGS
DXME-RIME-MEKA_KAKAME,Pneumatic jackhammers for use with stationary compressor stations,Equipment,Compressors,Machine hours,1.72,1.72,1.72,1.72,1,CAD,184.91,107.4084,1367,1367,CONSTRUCTION WORK,Heat supply and gas pipelines - outdoor networks,GAS PIPELINES IN CITIES AND SETTLEMENTS,ELECTROCHEMICAL PROTECTION OF GAS PIPELINES IN CITIES AND SETTLEMENTS
MEME-ME-KATO-KAME_KAKANELI,"Edged softwood timber (spruce, pine), natural moisture content, length RI-NE.SA m, width 100 mm and above, thickness 100 mm and above, grade III",Material,Wood & Timber,m3,454.18,454.18,454.18,454.18,1,CAD,479.3,1.1842,1364,1364,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING,PILE DRIVING WORK PERFORMED FROM THE GROUND
KAME-LI-RIKA-KAVO_KAMERIRI,"Cotton wipes, dimensions 400x400 mm, surface density from 105 to 130 g/m2",Material,General,m2,0.67,0.67,0.67,0.67,1,CAD,4.87,7.2439,1359,1359,CONSTRUCTION WORK,Metal building structures,NUCLEAR POWER PLANT CONSTRUCTIONS,INSTALLATION OF METAL STRUCTURES FOR NUCLEAR POWER PLANTS
DXME-RIME-RIRI_TOKAME,Supports for portable pneumatic perforators,Equipment,General,Machine hours,0.13,0.13,0.13,0.13,1,CAD,24.42,184.4683,1339,1339,CONSTRUCTION WORK,Tunnels and subways,CLOSED METHOD OF OPERATION,SHAFT PASSAGE
ME_MEKAKA_TOPU,Worker Category 1,Labor,Labor,hrs,15.97,15.97,15.97,15.97,1,CAD,2144.16,134.2847,1337,1337,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HY",SOIL DEVELOPMENT BY HYDRO-MECHANIZATION
