resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
DXME-KADX-KATO_KATOSA,منصات عريضة، حمولة 73 طن,Equipment,General,ساعات تشغيل الآلة,14.23,14.23,14.23,14.23,1,AED,231.95,16.2964,2608,2608,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير الحفر والتعبئة بالردم للطرق الحديدية والسيارات
ME_MEKAKA_TOVO,"متوسط تصنيف العمل 3,8",Labor,Labor,ساعات,41.67,41.67,41.67,41.67,1,AED,11789.62,282.9182,2594,2594,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة باستخدام الحفارات في المكب
RI_MEKAKA_KASA,عامل من الدرجة الخامسة,Labor,Labor,ساعات,48.99,48.99,48.99,48.99,1,AED,7228.08,147.549,2550,2547,أعمال البناء,الآبار,حفر الآبار,أنواع أخرى من الحفر
KAVO-ME-KARI-MEME_KAKAKAME,مطروقات من قطع مربعة، وزن 1.5-4.5 كجم,Material,General,طن,5337.05,5337.05,5337.05,5337.05,1,AED,1556.7,0.2888,2506,2506,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,حفر وملء الخنادق للأنابيب الرئيسية والصناعية للغاز والنفط والمنتجات البترولية
DXME-KASA-KANE_KAKALI,رافعات مجنزرة، حمولة 25 طن,Equipment,General,ساعات تشغيل الآلة,153.47,153.47,153.47,153.47,1,AED,3967.8,25.8546,2365,2365,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,حفر وملء الخنادق للأنابيب الرئيسية والصناعية للغاز والنفط والمنتجات البترولية
KAME-TO-KARI-KATO_KAKAKAME,أسيتيلين غازي تقني,Material,General,م3,39.37,39.37,39.37,39.37,1,AED,713.72,18.1293,2331,2331,أعمال البناء,أعمال الحفر والتفجير,تغطية المناطق المراد تفجيرها وإجراء أعمال الحفر والتفجير على خطوط السكك الحديدية,تغطية منطقة التفجير لحماية المنشآت
RI_MEKAKA_KARI,عامل من الدرجة الثانية,Labor,Labor,ساعات,34.67,34.67,34.67,34.67,1,AED,1352.39,39.0037,2220,2220,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة وتركيب مصارف في بناء مشاريع المياه
ME_MEKAKA_TOSA,"متوسط شحن العمل 3,5",Labor,Labor,ساعات,40.24,40.24,40.24,40.24,1,AED,6215.5,154.4608,2210,2210,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة باستخدام الحفارات في المكب
DXME-MEVO-KAME_KAKALI,ضواغط لولبية متنقلة بمحرك احتراق داخلي، ضغط يصل إلى 0.7 ميجا باسكال (7 ضغط جوي)، إنتاجية تصل إلى 5.4 م3/دقيقة,Equipment,General,ساعات تشغيل الآلة,26.29,26.29,26.29,26.29,1,AED,797.34,30.3268,2133,2133,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,تكثيف التربة
RI_MEKAKA_KATO,عامل من الدرجة الثالثة,Labor,Labor,ساعات,37.85,37.85,37.85,37.85,1,AED,3182.84,84.0812,2130,2130,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة وتركيب مصارف في بناء مشاريع المياه
MEPU-PU-KARI-KAPU_KAMEPURI,طلاء زيتي MA-0115، مومياء، زنجفر حديدي,Material,General,كغ,8.16,8.16,8.16,8.16,1,AED,19.39,2.37,2013,2013,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,تجفيف المياه
ME_MEKAKA_TODX,"متوسط شحن العمل 3,9",Labor,Labor,ساعات,42.15,42.15,42.15,42.15,1,AED,19601.61,465.0566,1933,1933,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة بطريقة الهيدروميكانيكية
KAME-LI-RIKA-KAVO_KAKASAME,خرق قطني ملون,Material,General,كغ,5.96,5.96,5.96,5.96,1,AED,8.04,1.3495,1881,1881,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,تقوية منحدرات المنشآت الترابية
ME_MEKAKA_SAKA,"متوسط تصنيف العمل 5,0",Labor,Labor,ساعات,48.99,48.99,48.99,48.99,1,AED,12175.49,248.542,1829,1829,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,تطوير التربة الصخرية والتربة دائمة التجمد
ME_MEKAKA_PURI,"متوسط تصنيف العمل 4,2",Labor,Labor,ساعات,43.9,43.9,43.9,43.9,1,AED,23055.89,525.2102,1798,1798,أعمال البناء,أعمال التعدين,تطوير التربة باستخدام حفارات أحادية الجرافة,تشكيل حواجز بواسطة الجرافات
DXME-KANE-KANE_KAPUVO,رافعات أحادية العمود، حمولة تصل إلى 500 كجم، ارتفاع الرفع 45 م,Equipment,General,ساعات تشغيل الآلة,3.76,3.76,3.76,3.76,1,AED,3.19,0.8482,1750,1750,أعمال البناء,الهياكل الخرسانية والخرسانية المسلحة المتجانسة,أعمال أخرى,تقوية سطح الخرسانة
ME_MEKAKA_TONE,"متوسط شحن العمل 3,6",Labor,Labor,ساعات,40.72,40.72,40.72,40.72,1,AED,12403.32,304.62,1726,1726,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,تطوير التربة الصخرية والتربة دائمة التجمد
RISA-ME-KAME-KAPU_KAKATOME,عوارض من خشب الصنوبر، غير مشبعة، للسكك الحديدية ذات العرض العريض، النوع I,Material,General,قطعة,154.05,154.05,154.05,154.05,1,AED,1338.4,8.6879,1707,1707,أعمال البناء,الجسور والأنابيب,أعمال متنوعة,تركيب هياكل التراب
DXME-KANE-KATO_KANERI,رافعات كهربائية بقوة سحب تصل إلى 31.39 كيلو نيوتن (3.2 طن),Equipment,General,ساعات تشغيل الآلة,1.3,1.3,1.3,1.3,1,AED,34.88,26.803,1694,1694,أعمال البناء,أعمال الأساسات، الآبار الغاطسة، تثبيت التربة,تثبيت التربة,تدعيم التربة
DXME-KANE-KATO_KANERI,الكهرباء: استهلاك 0.39 كيلوواط/ساعة,Electricity,Electricity,ساعات تشغيل الآلة,0.13,0.13,0.13,0.13,1,AED,3.44,26.803,1694,1694,أعمال البناء,أعمال الأساسات، الآبار الغاطسة، تثبيت التربة,تثبيت التربة,تدعيم التربة
PU_MEKAKA_KADXKA,الموظفون: 1 شخص-ساعة/آلة-ساعة,Operator,Operators,ساعات تشغيل الآلة,37.31,36.97,73.94,36.97,2,AED,1584.86,42.8438,1652,1568,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة باستخدام الكاشطات
KAME-LI-KADX-KARI_KAKATOME,مفجرات كهربائية قصيرة التأخير مقاومة للماء ED-KZ,Material,General,1000 قطعة,12436.64,12436.64,12436.64,12436.64,1,AED,2003.35,0.1609,1647,1647,أعمال البناء,أعمال الحفر والتفجير,تفتيت التربة الصخرية باستخدام متفجرات,تفتيت التربة الصخرية باستخدام شحنات ثقوب عند ارتفاع المنحدر حتى 0.5 م (تسوية الس
KAME-LI-MEME-KAPU_KAKASARI,سلك لحام بدون طلاء SV-08G2S، قطر 2 مم,Material,General,كغ,7.23,7.23,7.23,7.23,1,AED,94.89,13.1273,1616,1616,أعمال البناء,أعمال الأساسات، الآبار الغاطسة، تثبيت التربة,تثبيت التربة,إنشاء خنادق تحت محلول طيني
ME_MEKAKA_TOLI,"متوسط شحن العمل 3,7",Labor,Labor,ساعات,41.19,41.19,41.19,41.19,1,AED,9634.08,233.8704,1611,1611,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة بطريقة الهيدروميكانيكية
DXME-KANE-KATO_KANEKA,رافعات كهربائية بقوة سحب تصل إلى 5.79 كيلو نيوتن (0.59 طن),Equipment,General,ساعات تشغيل الآلة,0.64,0.64,0.64,0.64,1,AED,1.4,2.1902,1598,1598,أعمال البناء,الهياكل المعدنية الإنشائية,المنشآت,صوامع، صوامع تخزين، أجهزة تحلل، أجهزة تكثيف
KAPU-ME-KARI-KASA,خليط خرسانة ثقيلة,Abstract Material,General,م3,348.93,348.93,348.93,348.93,1,AED,17760.08,50.899,1589,1589,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,تكثيف التربة
TO_RIKAKA_KAME,مهندس من الفئة الأولى,Material,General,شخص-ساعة,68.39,68.39,68.39,68.39,1,AED,9259.15,135.3824,1536,1536,أعمال التشغيل والتجريب,الأجهزة الكهربائية,المولدات والمحركات المتزامنة,المولدات
PU_MEKAKA_KAVOKA,الموظفون: 2 ساعة عمل/ساعة عمل الآلة,Operator,Operators,ساعات تشغيل الآلة,43.28,34.61,207.64,34.61,4,AED,1522.57,29.544,1525,1405,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة باستخدام الحفارات مع التحميل على شاحنات قلابة
ME_MEKAKA_TOME,"متوسط تصنيف العمل 3,1",Labor,Labor,ساعات,38.33,38.33,38.33,38.33,1,AED,7402.45,193.1154,1517,1517,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة وتركيب مصارف في بناء مشاريع المياه
DXME-MEPU-KASA_KAMERI,نصف مقطورات للأغراض العامة، حمولة تصل إلى 15 طن,Equipment,General,ساعات تشغيل الآلة,10.95,10.95,10.95,10.95,1,AED,23.17,2.1166,1515,1515,أعمال البناء,الآبار,حفر الآبار,أنواع أخرى من الحفر
TO_RIKAKA_KARI,مهندس من الفئة الثانية,Material,General,شخص-ساعة,62.35,62.35,62.35,62.35,1,AED,6572.66,105.4181,1512,1512,أعمال التشغيل والتجريب,الأجهزة الكهربائية,المولدات والمحركات المتزامنة,أنظمة الإثارة
ME_MEKAKA_PUME,"متوسط تصنيف العمل 4,1",Labor,Labor,ساعات,43.26,43.26,43.26,43.26,1,AED,25770.0,595.6684,1507,1507,أعمال البناء,أعمال الحفر والتفجير,تفتيت التربة الصخرية باستخدام متفجرات غرفة، تفجير التربة بشكل جماعي لإخراجها وإل,تفجير التربة بكميات كبيرة باستخدام شحنات غرفة لإخراج وتفريغ ما يصل إلى 80٪ من ال
KALI-RI-KALI-MERI_KAKAKAME,هياكل معدنية مساعدة مع غلبة الفولاذ السميك أو الصلب الملفوف، مع فتحات وبدونها,Material,General,طن,10051.82,10051.82,10051.82,10051.82,1,AED,3457.16,0.3389,1498,1498,أعمال البناء,أعمال الأساسات، الآبار الغاطسة، تثبيت التربة,أعمال الأساسات,أعمال الأساسات المنفذة من الأرض
DXME-MEKA-KAME_KAKARI,مجموعات التعبئة والضغط، معدل التدفق حتى 300 م3/ساعة,Equipment,General,ساعات تشغيل الآلة,217.51,217.51,217.51,217.51,1,AED,2656.33,12.2124,1439,1439,أعمال البناء,الهياكل المعدنية الإنشائية,المنشآت,خزانات، خزانات غاز
DXME-KANE-KATO_KASASA,"رافعات كهربائية بقوة سحب 19,62 كيلو نيوتن (2 طن)",Equipment,General,ساعات تشغيل الآلة,1.11,1.11,1.11,1.11,1,AED,44.1,39.7806,1428,1428,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,تطوير التربة الصخرية والتربة دائمة التجمد
DXME-KANE-KATO_KASASA,الكهرباء: استهلاك 0.39 كيلوواط/ساعة,Electricity,Electricity,ساعات تشغيل الآلة,0.13,0.13,0.13,0.13,1,AED,5.11,39.7806,1428,1428,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,تطوير التربة الصخرية والتربة دائمة التجمد
ME_MEKAKA_TORI,"متوسط تصنيف العمل 3,2",Labor,Labor,ساعات,38.81,38.81,38.81,38.81,1,AED,6245.42,160.9293,1420,1420,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة بطريقة الهيدروميكانيكية
RI_MEKAKA_KANE,عامل من الدرجة السادسة,Labor,Labor,ساعات,57.26,57.26,57.26,57.26,1,AED,4827.08,84.3031,1405,1405,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,الأعمال التحضيرية المتعلقة بقطع الأشجار وتطهير المساحات والطرق
MEME-ME-KARI-KAPU_KAKATOME,خشب دائري من أنواع الصنوبر غير مقشر، طول 3-6.5 م، قطر 14-24 سم، درجة II-III,Material,General,م3,472.14,472.14,472.14,472.14,1,AED,2263.8,4.7948,1405,1405,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,حفر وملء الخنادق للأنابيب الرئيسية والصناعية للغاز والنفط والمنتجات البترولية
KAVO-ME-KARI-MEME_KAKARITO,مشغولات بسيطة للبناء (أقواس، مثبتات، أربطة)، وزن يصل إلى 1.6 كجم,Material,General,كغ,11.71,11.71,11.71,11.71,1,AED,505.71,43.1812,1384,1384,أعمال البناء,الهياكل الخرسانية والخرسانية المسلحة المتجانسة,أعمال أخرى,تقوية سطح الخرسانة
DXME-KANE-KATO_KASAPU,الكهرباء: استهلاك 0.39 كيلوواط/ساعة,Electricity,Electricity,ساعات تشغيل الآلة,0.13,0.13,0.13,0.13,1,AED,10.88,84.7095,1381,1381,أعمال البناء,أعمال حفر الأنفاق,أعمال حفر الأنفاق التي يتم تنفيذها بالطريقة العادية,مرور وصلات الأعمدة الرأسية مع الساحات المحيطة، غرف أجهزة التحميل في الأعمدة الرأ
DXME-KANE-KATO_KASAPU,رافعات مناورة للمناجم لسحب العربات إلى أول نقطة تجميع,Equipment,General,ساعات تشغيل الآلة,3.38,3.38,3.38,3.38,1,AED,286.24,84.7095,1381,1381,أعمال البناء,أعمال حفر الأنفاق,أعمال حفر الأنفاق التي يتم تنفيذها بالطريقة العادية,مرور وصلات الأعمدة الرأسية مع الساحات المحيطة، غرف أجهزة التحميل في الأعمدة الرأ
DXME-KALI-KAPU_KAKAME,محركات اهتزازية عميقة,Equipment,General,ساعات تشغيل الآلة,0.88,0.88,0.88,0.88,1,AED,51.54,58.6705,1380,1380,أعمال البناء,أعمال الأساسات، الآبار الغاطسة، تثبيت التربة,أعمال الأساسات,أعمال الأساسات المنفذة من الأرض
KAME-PU-KATO-KAPU_KAKAMEME,فولاذ حفر سداسي مجوف 55S2، الحجم الخارجي 22 مم، القطر الداخلي 6.5 مم,Material,General,طن,14845.16,14845.16,14845.16,14845.16,1,AED,504.5,0.034,1369,1369,أعمال البناء,الأنفاق والمترو,طريقة العمل المغلقة,حفر المناجم المائلة والمنحدرة
DXME-RIME-MEKA_KAKAME,مطارق هوائية تعمل من محطات ضاغطة ثابتة,Equipment,General,ساعات تشغيل الآلة,4.29,4.29,4.29,4.29,1,AED,460.47,107.4084,1367,1367,أعمال البناء,تزويد الطاقة الحرارية وأنابيب الغاز - شبكات خارجية,أنابيب الغاز للمدن والبلدات,الحماية الكهربائية الكيميائية لأنابيب الغاز في المدن والبلدات
MEME-ME-KATO-KAME_KAKANELI,خشب صنوبري مقلم (تنوب، صنوبر)، رطوبة طبيعية، طول 2-6.5 م، عرض 100 مم وأكثر، سماكة 100 مم وأكثر، درجة III,Material,General,م3,1131.05,1131.05,1131.05,1131.05,1,AED,1193.61,1.0545,1364,1364,أعمال البناء,أعمال الأساسات، الآبار الغاطسة، تثبيت التربة,أعمال الأساسات,أعمال الأساسات المنفذة من الأرض
KAME-LI-RIKA-KAVO_KAMERIRI,مناديل قطنية، أبعاد 400×400 مم، كثافة سطحية من 105 إلى 130 جم/م2,Material,General,م2,1.67,1.67,1.67,1.67,1,AED,12.1,7.2386,1359,1359,أعمال البناء,الهياكل المعدنية الإنشائية,إنشاءات محطات الطاقة النووية,تركيب الهياكل المعدنية لمحطات الطاقة النووية
DXME-RIME-RIRI_TOKAME,دعامات للمثاقب الهوائية المحمولة,Equipment,General,ساعات تشغيل الآلة,0.33,0.33,0.33,0.33,1,AED,60.8,184.4683,1339,1339,أعمال البناء,الأنفاق والمترو,طريقة العمل المغلقة,مرور أعمدة المناجم
ME_MEKAKA_TOPU,"متوسط شحن العمل 3,4",Labor,Labor,ساعات,39.76,39.76,39.76,39.76,1,AED,5339.6,134.2847,1337,1337,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة بطريقة الهيدروميكانيكية
KAME-LI-MEDX-KAPU_KAKATOME,حشيات مطاطية (لوحات تقنية مضغوطة),Material,General,كغ,15.18,15.18,15.18,15.18,1,AED,169.24,11.1515,1331,1331,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة بطريقة الهيدروميكانيكية
