code,name,type,category,unit,base_price,min_price,max_price,currency,usage_count,regions
DXME-MEVO-KAME_SAKAVO,Electricity: consumption MERI.RIME kW·h/machine-hour,electricity,Electricity,Machine hours,1.63,1.63,1.63,EUR,392,ENG_TORONTO
DXME-KADX-MERI_MEKAME,Electricity: consumption ME.DXME kW·h/machine-hour,electricity,Electricity,Machine hours,0.26,0.26,0.26,EUR,381,ENG_TORONTO
DXME-RIME-RIKA_KAMETO,Electricity: consumption KA.VOLI kW·h/machine-hour,electricity,Electricity,Machine hours,0.12,0.12,0.12,EUR,377,ENG_TORONTO
DXME-KADX-MERI_MEKARI,Electricity: consumption KA.TOVO kW·h/machine-hour,electricity,Electricity,Machine hours,0.05,0.05,0.05,EUR,375,ENG_TORONTO
DXME-KASA-KAPU_KAKADX,Electricity: consumption PUNE.RI kW·h/machine-hour,electricity,Electricity,Machine hours,6.16,6.16,6.16,EUR,364,ENG_TORONTO
DXME-KATO-KANE_KAPUKA,Electricity: consumption LI.ME kWh/machine-hour,electricity,Electricity,Machine hours,0.95,0.95,0.95,EUR,355,ENG_TORONTO
DXME-KANE-KATO_KASAVO,Electricity: consumption KA.NETO kWh/machine-hour,electricity,Electricity,Machine hours,0.08,0.08,0.08,EUR,343,ENG_TORONTO
DXME-KADX-MERI_KATOME,Electricity: consumption KA.SA kW·h/machine-hour,electricity,Electricity,Machine hours,0.07,0.07,0.07,EUR,328,ENG_TORONTO
DXME-RIME-MEDX_KATORI,Electricity: consumption ME.VORI kW·h/machine-hour,electricity,Electricity,Machine hours,0.24,0.24,0.24,EUR,325,ENG_TORONTO
DXME-MEDX-KAVO_KAMEME,Electricity: consumption PU.DXSA kWh/machine-hour,electricity,Electricity,Machine hours,0.66,0.66,0.66,EUR,310,ENG_TORONTO
DXME-KASA-KAME_KAKARI,Electricity: consumption MEPU.DXNE kWh/machine-hour,electricity,Electricity,Machine hours,2.0,2.0,2.0,EUR,294,ENG_TORONTO
DXME-MELI-KARI_KAVOME,Electricity: consumption KA.RIPU kW·h/machine-hour,electricity,Electricity,Machine hours,0.03,0.03,0.03,EUR,280,ENG_TORONTO
DXME-KANE-KATO_KASANE,Electricity: consumption KA.SATO kW·h/machine-hour,electricity,Electricity,Machine hours,0.07,0.07,0.07,EUR,279,ENG_TORONTO
DXME-KALI-KAPU_KAKARI,Electricity: consumption KA.NEVO kW·h/machine-hour,electricity,Electricity,Machine hours,0.09,0.09,0.09,EUR,266,ENG_TORONTO
DXME-KANE-KANE_KAPURI,Electricity: consumption ME.PUDX kW·h/machine-hour,electricity,Electricity,Machine hours,0.2,0.2,0.2,EUR,260,ENG_TORONTO
DXME-RIME-KAME_KAMERI,Electricity: consumption KA.RITO kW·h/machine-hour,electricity,Electricity,Machine hours,0.03,0.03,0.03,EUR,259,ENG_TORONTO
DXME-MEVO-KAME_KAMERI,Electricity: consumption NE.MEME kW·h/machine-hour,electricity,Electricity,Machine hours,0.81,0.81,0.81,EUR,242,ENG_TORONTO
DXME-KASA-KAPU_KAKALI,Electricity: consumption LI.TOTO kW·h/machine-hour,electricity,Electricity,Machine hours,0.98,0.98,0.98,EUR,242,ENG_TORONTO
DXME-KATO-MEDX_MEKARI,Electricity: consumption KA.PUNE kW·h/machine-hour,electricity,Electricity,Machine hours,0.06,0.06,0.06,EUR,230,ENG_TORONTO
DXME-MEKA-KADX_KAMEME,Electricity: consumption KA.SA kW·h/machine-hour,electricity,Electricity,Machine hours,0.07,0.07,0.07,EUR,224,ENG_TORONTO
DXME-KANE-KATO_KASAME,Electricity: consumption KA.DXRI kW·h/machine-hour,electricity,Electricity,Machine hours,0.12,0.12,0.12,EUR,224,ENG_TORONTO
DXME-KANE-KALI_KAKANE,Electricity: consumption KA.RIVO kW·h/machine-hour,electricity,Electricity,Machine hours,0.04,0.04,0.04,EUR,221,ENG_TORONTO
DXME-KALI-KAVO_KAMEME,Electricity: consumption SA.DXPU kW·h/machine-hour,electricity,Electricity,Machine hours,0.79,0.79,0.79,EUR,219,ENG_TORONTO
DXME-MELI-KATO_KAPUME,Electricity: consumption KA.DXDX kWh/machine-hour,electricity,Electricity,Machine hours,0.13,0.13,0.13,EUR,210,ENG_TORONTO
DXME-RIME-MEDX_KATOVO,Electricity: consumption KA.SA kW·h/machine-hour,electricity,Electricity,Machine hours,0.07,0.07,0.07,EUR,207,ENG_TORONTO
DXME-KASA-KAPU_KAMERI,Electricity: consumption LISA.DX kW·h/machine-hour,electricity,Electricity,Machine hours,10.12,10.12,10.12,EUR,205,ENG_TORONTO
DXME-KADX-KADX_KAKAME,Electricity: consumption MEME.TOME kW·h/machine-hour,electricity,Electricity,Machine hours,1.51,1.51,1.51,EUR,199,ENG_TORONTO
DXME-KALI-KAVO_KARIME,Electricity: consumption ME.TORI kW·h/machine-hour,electricity,Electricity,Machine hours,0.18,0.18,0.18,EUR,189,ENG_TORONTO
DXME-MEDX-KAVO_KAKADX,Electricity: consumption RI.NEPU kW·h/machine-hour,electricity,Electricity,Machine hours,0.35,0.35,0.35,EUR,187,ENG_TORONTO
DXME-KATO-KANE_KATOPU,Electricity: consumption RIRI.MEME kW·h/machine-hour,electricity,Electricity,Machine hours,2.95,2.95,2.95,EUR,178,ENG_TORONTO
DXME-RIME-MEDX_KARILI,Electricity: consumption KA.DXNE kW·h/machine-hour,electricity,Electricity,Machine hours,0.13,0.13,0.13,EUR,175,ENG_TORONTO
DXME-KAVO-KASA_KAVOME,Electricity: consumption VO.RISA kW·h/machine-hour,electricity,Electricity,Machine hours,1.1,1.1,1.1,EUR,174,ENG_TORONTO
DXME-MEVO-KAME_KAMEME,Electricity: consumption ME.TORI kW·h/machine-hour,electricity,Electricity,Machine hours,0.18,0.18,0.18,EUR,168,ENG_TORONTO
DXME-RIME-MEDX_KAMETO,Electricity: consumption KA.LITO kWh/machine-hour,electricity,Electricity,Machine hours,0.1,0.1,0.1,EUR,161,ENG_TORONTO
DXME-KANE-KATO_KASALI,Electricity: consumption KA.SATO kW·h/machine-hour,electricity,Electricity,Machine hours,0.07,0.07,0.07,EUR,156,ENG_TORONTO
DXME-KALI-MEKA_KAMEME,Electricity: consumption RI.PUVO kW·h/machine-hour,electricity,Electricity,Machine hours,0.33,0.33,0.33,EUR,155,ENG_TORONTO
DXME-KASA-KAME_KAMESA,Electricity: consumption METO.PUVO kW·h/machine-hour,electricity,Electricity,Machine hours,1.8,1.8,1.8,EUR,152,ENG_TORONTO
DXME-MEDX-KANE_KAMEME,Electricity: consumption MEVO.MESA kWh/machine-hour,electricity,Electricity,Machine hours,2.42,2.42,2.42,EUR,151,ENG_TORONTO
DXME-KATO-KANE_KATOSA,Electricity: consumption RISA.DXME kW·h/machine-hour,electricity,Electricity,Machine hours,3.46,3.46,3.46,EUR,150,ENG_TORONTO
DXME-RIME-RIRI_PUDXME,Electricity: consumption KA.RISA kW·h/machine-hour,electricity,Electricity,Machine hours,0.03,0.03,0.03,EUR,144,ENG_TORONTO
DXME-KALI-KALI_KAPUME,Electricity: consumption KA.PUVO kW·h/machine-hour,electricity,Electricity,Machine hours,0.06,0.06,0.06,EUR,144,ENG_TORONTO
DXME-KATO-KANE_KATOME,Electricity: consumption MEME.KANE kW·h/machine-hour,electricity,Electricity,Machine hours,1.47,1.47,1.47,EUR,144,ENG_TORONTO
DXME-KANE-KADX_KARIME,Electricity: consumption KA.TONE kW·h/machine-hour,electricity,Electricity,Machine hours,0.05,0.05,0.05,EUR,140,ENG_TORONTO
DXME-KATO-KANE_KATOLI,Electricity: consumption PUPU.RIRI kW·h/machine-hour,electricity,Electricity,Machine hours,5.9,5.9,5.9,EUR,140,ENG_TORONTO
DXME-KASA-KAPU_KATORI,Electricity: consumption TO.TOTO kW·h/machine-hour,electricity,Electricity,Machine hours,0.44,0.44,0.44,EUR,135,ENG_TORONTO
DXME-KASA-KAME_KARIKA,Electricity: consumption MERI.RIPU kW·h/machine-hour,electricity,Electricity,Machine hours,1.63,1.63,1.63,EUR,125,ENG_TORONTO
DXME-RIME-MERI_KAKARI,Electricity: consumption NE.MEME kW·h/machine-hour,electricity,Electricity,Machine hours,0.81,0.81,0.81,EUR,125,ENG_TORONTO
DXME-KANE-KARI_KAKASA,Electricity: consumption PU.DXSA kWh/machine-hour,electricity,Electricity,Machine hours,0.66,0.66,0.66,EUR,123,ENG_TORONTO
DXME-RIME-MEDX_KAMEPU,Electricity: consumption LI.RINE kW·h/machine-hour,electricity,Electricity,Machine hours,0.97,0.97,0.97,EUR,120,ENG_TORONTO
DXME-KANE-KATO_KATOPU,Electricity: consumption ME.KANE kW·h/machine-hour,electricity,Electricity,Machine hours,0.14,0.14,0.14,EUR,118,ENG_TORONTO
DXME-MEDX-MERI_KARIME,Electricity: consumption RI.KATO kWh/machine-hour,electricity,Electricity,Machine hours,0.27,0.27,0.27,EUR,114,ENG_TORONTO
DXME-KASA-KAME_KAMEDX,Electricity: consumption VO.KAPU kWh/machine-hour,electricity,Electricity,Machine hours,1.07,1.07,1.07,EUR,114,ENG_TORONTO
DXME-KASA-KAPU_KAKAVO,Electricity: consumption RINE.LITO kWh/machine-hour,electricity,Electricity,Machine hours,3.57,3.57,3.57,EUR,114,ENG_TORONTO
DXME-KAVO-KAPU_KARIRI,Electricity: consumption VO.RISA kW·h/machine-hour,electricity,Electricity,Machine hours,1.1,1.1,1.1,EUR,109,ENG_TORONTO
DXME-MELI-KAPU_KAMEME,Electricity: consumption MEDX.TOME kW·h/machine-hour,electricity,Electricity,Machine hours,2.57,2.57,2.57,EUR,108,ENG_TORONTO
DXME-KARI-KAME_KAKATO,Electricity: consumption MEDX.VO kWh/machine-hour,electricity,Electricity,Machine hours,2.64,2.64,2.64,EUR,107,ENG_TORONTO
DXME-MELI-KAPU_KASARI,Electricity: consumption ME.NESA kW·h/machine-hour,electricity,Electricity,Machine hours,0.22,0.22,0.22,EUR,107,ENG_TORONTO
DXME-KASA-KAPU_KAMETO,Electricity: consumption SATO.METO kWh/machine-hour,electricity,Electricity,Machine hours,7.09,7.09,7.09,EUR,107,ENG_TORONTO
DXME-KASA-KAME_KARIVO,Electricity: consumption DX.TOME kW·h/machine-hour,electricity,Electricity,Machine hours,1.24,1.24,1.24,EUR,103,ENG_TORONTO
DXME-RIME-MEDX_KATOSA,Electricity: consumption RI.NERI kW·h/machine-hour,electricity,Electricity,Machine hours,0.35,0.35,0.35,EUR,102,ENG_TORONTO
DXME-KATO-MEDX_KAVOME,Electricity: consumption TO.KAPU kWh/machine-hour,electricity,Electricity,Machine hours,0.4,0.4,0.4,EUR,101,ENG_TORONTO
DXME-RIME-RIRI_MEKAME,Electricity: consumption KA.LITO kWh/machine-hour,electricity,Electricity,Machine hours,0.1,0.1,0.1,EUR,101,ENG_TORONTO
DXME-KALI-KAVO_KATORI,Electricity: consumption KA.TOTO kW·h/machine-hour,electricity,Electricity,Machine hours,0.04,0.04,0.04,EUR,99,ENG_TORONTO
DXME-MELI-KAPU_MENEME,Electricity: consumption VO.DXVO kW·h/machine-hour,electricity,Electricity,Machine hours,1.2,1.2,1.2,EUR,99,ENG_TORONTO
DXME-KASA-MERI_KAKARI,Electricity: consumption VOLI.TO kWh/machine-hour,electricity,Electricity,Machine hours,11.64,11.64,11.64,EUR,96,ENG_TORONTO
DXME-KANE-KALI_KAKALI,Electricity: consumption KA.TO kW·h/machine-hour,electricity,Electricity,Machine hours,0.04,0.04,0.04,EUR,96,ENG_TORONTO
DXME-KAPU-KAME_KASARI,Electricity: consumption MEME.RIRI kW·h/machine-hour,electricity,Electricity,Machine hours,1.5,1.5,1.5,EUR,91,ENG_TORONTO
DXME-MEKA-KAPU_KAMETO,Electricity: consumption MESA.MEVO kW·h/machine-hour,electricity,Electricity,Machine hours,2.02,2.02,2.02,EUR,91,ENG_TORONTO
DXME-MELI-KAME_KAMERI,Electricity: consumption TO.LI kWh/machine-hour,electricity,Electricity,Machine hours,0.49,0.49,0.49,EUR,90,ENG_TORONTO
DXME-MELI-KAPU_KATODX,Electricity: consumption KA.PUPU kWh/machine-hour,electricity,Electricity,Machine hours,0.06,0.06,0.06,EUR,89,ENG_TORONTO
DXME-KASA-KAPU_KAMEME,Electricity: consumption PURI.DX kW·h/machine-hour,electricity,Electricity,Machine hours,5.72,5.72,5.72,EUR,89,ENG_TORONTO
DXME-KASA-KAME_KAMEVO,Electricity: consumption LI.VOPU kWh/machine-hour,electricity,Electricity,Machine hours,1.05,1.05,1.05,EUR,87,ENG_TORONTO
DXME-RIME-MEDX_KARIPU,Electricity: consumption KA.SATO kW·h/machine-hour,electricity,Electricity,Machine hours,0.07,0.07,0.07,EUR,86,ENG_TORONTO
DXME-KAVO-KADX_KARISA,Electricity: consumption KA.LITO kWh/machine-hour,electricity,Electricity,Machine hours,0.1,0.1,0.1,EUR,84,ENG_TORONTO
DXME-KALI-KAVO_KARISA,Electricity: consumption KA.SA kW·h/machine-hour,electricity,Electricity,Machine hours,0.07,0.07,0.07,EUR,83,ENG_TORONTO
DXME-KAPU-KATO_KAMERI,Electricity: consumption RIDX.LI kW·h/machine-hour,electricity,Electricity,Machine hours,3.96,3.96,3.96,EUR,80,ENG_TORONTO
DXME-RIME-MEDX_KAMENE,Electricity: consumption MEVO.MESA kWh/machine-hour,electricity,Electricity,Machine hours,2.42,2.42,2.42,EUR,76,ENG_TORONTO
DXME-MEKA-MEME_KAPURI,Electricity: consumption TO.NETO kW·h/machine-hour,electricity,Electricity,Machine hours,0.48,0.48,0.48,EUR,75,ENG_TORONTO
DXME-KARI-KAME_KAKASA,Electricity: consumption PUPU.SASA kW·h/machine-hour,electricity,Electricity,Machine hours,5.94,5.94,5.94,EUR,74,ENG_TORONTO
DXME-MELI-KAPU_KASAME,Electricity: consumption MEKA.SANE kW·h/machine-hour,electricity,Electricity,Machine hours,1.41,1.41,1.41,EUR,71,ENG_TORONTO
DXME-MELI-KAPU_KAPUKA,Electricity: consumption ME.PUTO kW·h/machine-hour,electricity,Electricity,Machine hours,0.19,0.19,0.19,EUR,70,ENG_TORONTO
DXME-KATO-KANE_KAMEME,Electricity: consumption RIDX.LI kW·h/machine-hour,electricity,Electricity,Machine hours,3.96,3.96,3.96,EUR,70,ENG_TORONTO
DXME-MELI-KAME_KAKAME,Electricity: consumption TOME.NEVO kW·h/machine-hour,electricity,Electricity,Machine hours,4.23,4.23,4.23,EUR,69,ENG_TORONTO
DXME-KASA-KAPU_KAKAME,Electricity: consumption 66 kWh/machine-hour,electricity,Electricity,Machine hours,8.8,8.8,8.8,EUR,68,ENG_TORONTO
DXME-KAVO-KAPU_KARIPU,Electricity: consumption VO.RISA kW·h/machine-hour,electricity,Electricity,Machine hours,1.1,1.1,1.1,EUR,63,ENG_TORONTO
DXME-MEKA-KAPU_KAMELI,Electricity: consumption MEME.NERI kW·h/machine-hour,electricity,Electricity,Machine hours,1.55,1.55,1.55,EUR,63,ENG_TORONTO
DXME-MEDX-KATO_KAKAME,Electricity: consumption PU.DXSA kWh/machine-hour,electricity,Electricity,Machine hours,0.66,0.66,0.66,EUR,62,ENG_TORONTO
DXME-RIME-RIRI_NETOVO,Electricity: consumption KA.NENE kW·h/machine-hour,electricity,Electricity,Machine hours,0.09,0.09,0.09,EUR,62,ENG_TORONTO
DXME-RIME-RIRI_KALIME,Electricity: consumption PU.DXSA kWh/machine-hour,electricity,Electricity,Machine hours,0.66,0.66,0.66,EUR,62,ENG_TORONTO
DXME-RIME-MERI_KAKAPU,Electricity: consumption KA.RITO kW·h/machine-hour,electricity,Electricity,Machine hours,0.03,0.03,0.03,EUR,59,ENG_TORONTO
DXME-MELI-KAPU_RIPUME,Electricity: consumption ME.MENE kW·h/machine-hour,electricity,Electricity,Machine hours,0.15,0.15,0.15,EUR,58,ENG_TORONTO
DXME-KAPU-KARI_KARIRI,Electricity: consumption MESA.NEVO kW·h/machine-hour,electricity,Electricity,Machine hours,2.09,2.09,2.09,EUR,55,ENG_TORONTO
DXME-KAME-KASA_METONE,Electricity: consumption MELIME.NE kW·h/machine-hour,electricity,Electricity,Machine hours,22.89,22.89,22.89,EUR,54,ENG_TORONTO
DXME-KAME-KASA_METOPU,Electricity: consumption VORI.SA kWh/machine-hour,electricity,Electricity,Machine hours,11.0,11.0,11.0,EUR,54,ENG_TORONTO
DXME-KASA-MERI_KAKAME,Electricity: consumption 69 kW·h/machine-hour,electricity,Electricity,Machine hours,9.2,9.2,9.2,EUR,52,ENG_TORONTO
DXME-KADX-MERI_KASAME,Electricity: consumption KA.NEDX kWh/machine-hour,electricity,Electricity,Machine hours,0.09,0.09,0.09,EUR,52,ENG_TORONTO
DXME-KASA-KAPU_KATOME,Electricity: consumption RI.TOME kW·h/machine-hour,electricity,Electricity,Machine hours,0.31,0.31,0.31,EUR,52,ENG_TORONTO
DXME-MELI-KATO_KAPUTO,Electricity: consumption MEKA.KATO kW·h/machine-hour,electricity,Electricity,Machine hours,1.34,1.34,1.34,EUR,52,ENG_TORONTO
DXME-MEDX-MEKA_KATOME,Electricity: consumption ME.VORI kW·h/machine-hour,electricity,Electricity,Machine hours,0.24,0.24,0.24,EUR,51,ENG_TORONTO
DXME-KASA-KAME_KAMENE,Electricity: consumption RI.PUDX kW·h/machine-hour,electricity,Electricity,Machine hours,0.33,0.33,0.33,EUR,50,ENG_TORONTO
DXME-RIME-MENE_KAKAME,Electricity: consumption ME.SAVO kW·h/machine-hour,electricity,Electricity,Machine hours,0.21,0.21,0.21,EUR,49,ENG_TORONTO
DXME-MEKA-MEME_KAPUTO,Electricity: consumption 33 kWh/machine-hour,electricity,Electricity,Machine hours,4.4,4.4,4.4,EUR,48,ENG_TORONTO
DXME-KASA-KARI_KAKALI,Electricity: consumption RIME.MERI kW·h/machine-hour,electricity,Electricity,Machine hours,2.82,2.82,2.82,EUR,47,ENG_TORONTO
DXME-KANE-KAVO_KAKASA,Electricity: consumption KA.PURI kW·h/machine-hour,electricity,Electricity,Machine hours,0.06,0.06,0.06,EUR,47,ENG_TORONTO
DXME-KAVO-MEME_KAKAME,Electricity: consumption NESA.NELI kW·h/machine-hour,electricity,Electricity,Machine hours,8.76,8.76,8.76,EUR,47,ENG_TORONTO
DXME-KAME-KASA_METOSA,Electricity: consumption MEMELI.PUVO kW·h/machine-hour,electricity,Electricity,Machine hours,15.67,15.67,15.67,EUR,45,ENG_TORONTO
DXME-KALI-KADX_KAKARI,Electricity: consumption SA.NEME kWh/machine-hour,electricity,Electricity,Machine hours,0.75,0.75,0.75,EUR,45,ENG_TORONTO
DXME-MELI-KAPU_KASAVO,Electricity: consumption RI.MEVO kW·h/machine-hour,electricity,Electricity,Machine hours,0.29,0.29,0.29,EUR,45,ENG_TORONTO
DXME-KAME-KATO_KAKAME,Electricity: consumption RINE.PU kW·h/machine-hour,electricity,Electricity,Machine hours,3.17,3.17,3.17,EUR,45,ENG_TORONTO
DXME-KANE-KANE_KATOME,Electricity: consumption KA.NESA kW·h/machine-hour,electricity,Electricity,Machine hours,0.09,0.09,0.09,EUR,44,ENG_TORONTO
DXME-KAME-KASA_METORI,Electricity: consumption 170 kW·h/machine-hour,electricity,Electricity,Machine hours,22.67,22.67,22.67,EUR,43,ENG_TORONTO
DXME-MEDX-KAVO_KAKATO,Electricity: consumption KA.PU kW·h/machine-hour,electricity,Electricity,Machine hours,0.05,0.05,0.05,EUR,43,ENG_TORONTO
DXME-MEDX-KARI_KAKARI,Electricity: consumption KA.LITO kWh/machine-hour,electricity,Electricity,Machine hours,0.1,0.1,0.1,EUR,43,ENG_TORONTO
DXME-KATO-MEDX_METOTO,Electricity: consumption PURI.DX kW·h/machine-hour,electricity,Electricity,Machine hours,5.72,5.72,5.72,EUR,43,ENG_TORONTO
DXME-RIME-METO_KAMEME,Electricity: consumption NEME.KASA kW·h/machine-hour,electricity,Electricity,Machine hours,8.14,8.14,8.14,EUR,42,ENG_TORONTO
DXME-MELI-KAME_KAKATO,Electricity: consumption MESA.MEVO kW·h/machine-hour,electricity,Electricity,Machine hours,2.02,2.02,2.02,EUR,42,ENG_TORONTO
DXME-KALI-KATO_KAMEKA,Electricity: consumption ME.VORI kW·h/machine-hour,electricity,Electricity,Machine hours,0.24,0.24,0.24,EUR,41,ENG_TORONTO
DXME-KANE-KATO_KAPUKA,Electricity: consumption KA.TODX kW·h/machine-hour,electricity,Electricity,Machine hours,0.05,0.05,0.05,EUR,41,ENG_TORONTO
DXME-MEDX-KAPU_KAKAME,Electricity: consumption TO.NETO kW·h/machine-hour,electricity,Electricity,Machine hours,0.48,0.48,0.48,EUR,40,ENG_TORONTO
DXME-RIME-RIRI_PUPUTO,Electricity: consumption KA.RISA kW·h/machine-hour,electricity,Electricity,Machine hours,0.03,0.03,0.03,EUR,39,ENG_TORONTO
DXME-KALI-MEME_SAKALI,Electricity: consumption PU.DXSA kWh/machine-hour,electricity,Electricity,Machine hours,0.66,0.66,0.66,EUR,39,ENG_TORONTO
DXME-KANE-KARI_KAKARI,Electricity: consumption RI.PUVO kW·h/machine-hour,electricity,Electricity,Machine hours,0.33,0.33,0.33,EUR,38,ENG_TORONTO
DXME-KALI-KALI_KAMEME,Electricity: consumption KA.NENE kW·h/machine-hour,electricity,Electricity,Machine hours,0.09,0.09,0.09,EUR,38,ENG_TORONTO
DXME-MEDX-KAVO_KAKAPU,Electricity: consumption ME.TORI kW·h/machine-hour,electricity,Electricity,Machine hours,0.18,0.18,0.18,EUR,37,ENG_TORONTO
DXME-MEVO-KATO_KAKAME,Electricity: consumption TONE.TO kW·h/machine-hour,electricity,Electricity,Machine hours,4.84,4.84,4.84,EUR,37,ENG_TORONTO
DXME-MELI-KAPU_KASALI,Electricity: consumption KA.DXRI kW·h/machine-hour,electricity,Electricity,Machine hours,0.12,0.12,0.12,EUR,37,ENG_TORONTO
DXME-MEKA-KAPU_KARIPU,Electricity: consumption MEKA.KALI kWh/machine-hour,electricity,Electricity,Machine hours,1.34,1.34,1.34,EUR,37,ENG_TORONTO
DXME-RIME-RIRI_MEDXRI,Electricity: consumption KA.PU kW·h/machine-hour,electricity,Electricity,Machine hours,0.05,0.05,0.05,EUR,37,ENG_TORONTO
DXME-RIME-MEVO_KAMEME,Electricity: consumption PUDX.SA kW·h/machine-hour,electricity,Electricity,Machine hours,6.6,6.6,6.6,EUR,37,ENG_TORONTO
DXME-RIME-RIRI_PUTOVO,Electricity: consumption MEKA.VODX kWh/machine-hour,electricity,Electricity,Machine hours,1.45,1.45,1.45,EUR,37,ENG_TORONTO
DXME-MEDX-KAVO_KAKANE,Electricity: consumption ME.VORI kW·h/machine-hour,electricity,Electricity,Machine hours,0.24,0.24,0.24,EUR,37,ENG_TORONTO
DXME-KAPU-KARI_KARIME,Electricity: consumption MESA.NEVO kW·h/machine-hour,electricity,Electricity,Machine hours,2.09,2.09,2.09,EUR,36,ENG_TORONTO
DXME-KARI-KAME_KAKAPU,Electricity: consumption TODX.NE kW·h/machine-hour,electricity,Electricity,Machine hours,5.28,5.28,5.28,EUR,35,ENG_TORONTO
DXME-MEDX-KAVO_KAMEDX,Electricity: consumption MEPU.VOSA kWh/machine-hour,electricity,Electricity,Machine hours,1.98,1.98,1.98,EUR,33,ENG_TORONTO
DXME-KALI-KALI_KAMETO,Electricity: consumption ME.RIPU kW·h/machine-hour,electricity,Electricity,Machine hours,0.16,0.16,0.16,EUR,33,ENG_TORONTO
DXME-KAPU-KARI_KARITO,Electricity: consumption MESA.NEVO kW·h/machine-hour,electricity,Electricity,Machine hours,2.09,2.09,2.09,EUR,32,ENG_TORONTO
