code,name,type,category,unit,base_price,min_price,max_price,currency,usage_count,regions
KAME-TO-KARI-KARI_KAKAKAME,"Gaseous argon, grade I",material,General,m3,138.42,8.09,299.67,EUR,792,"ENG_TORONTO,RU_STPETERSBURG"
KAVO-TO-KALI-KAME_KAKANEKA,"Hot-rolled steel strip, steel grades St3sp, St3ps, dimensions 100x10 mm",material,Steel & Metal,t,29484.92,1715.66,63543.11,EUR,757,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEME-KALI_KARIPUNE,"Welding electrodes for welding heat-resistant austenitic and high-strength structural steels EA-395, diameter 2-5 mm",material,Steel & Metal,kg,641.73,40.4,1496.36,EUR,753,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KADX-KARI_KAKAKAME,"Detonite in cartridges, diameter 28 mm",material,General,t,5573.06,5573.06,5573.06,EUR,728,ENG_TORONTO
KAME-TO-KAME-KATO_KAKAKARI,Kerosene for technical purposes,material,Chemicals & Gases,t,12428.54,1880.53,69649.16,EUR,726,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KALI-KAVO_KAKAKATO,Hard laundry soap 72%,material,General,pcs,8.03,0.71,26.4,EUR,709,"ENG_TORONTO,RU_STPETERSBURG"
MEPU-PU-KATO-KANE_KAKAKAME,ML-92 electrical insulation varnish,material,Paint & Coatings,kg,97.58,5.19,192.08,EUR,708,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MESA-KANE_KAMERIME,"Steel construction nails, diameter ME.NE mm, length 50 mm",material,Steel & Metal,t,32292.98,2565.59,95021.7,EUR,706,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_PURI,"Средний разряд работы 4,2",material,General,ч,652.88,652.88,652.88,EUR,706,RU_STPETERSBURG
MEPU-PU-KARI-KAPU_KAMEPUTO,"MA-0115 oil paint, ochre",material,Paint & Coatings,kg,41.51,2.5,92.58,EUR,702,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MELI-MEME_KAKAMEME,Two-layer sanding paper with a grain size of 40-25,material,Aggregates & Earth,m2,223.23,20.38,754.64,EUR,695,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KARI-KALI_KAKAMEME,"Pressboard, grade A",material,Wood & Timber,kg,106.81,7.8,289.0,EUR,693,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_TODX,"Средний разряд работы 3,9",material,General,ч,626.86,626.86,626.86,EUR,676,RU_STPETERSBURG
KATO-RI-KAME-KAME_KAKAKAME,Portland cement without additives for general construction CEM 0 32.5N,material,Concrete & Cement,t,875.22,216.47,8017.42,EUR,675,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KALI-RIDX_KAMEMEME,Resin-impregnated tow,material,General,kg,12.01,3.56,131.99,EUR,669,"ENG_TORONTO,RU_STPETERSBURG"
MEME-ME-KATO-KANE,Boards,material,Wood & Timber,m2,871.82,635.8,945.13,EUR,654,ENG_TORONTO
KAME-TO-KAME-KANE_KAKASAME,"Grease, solid, fat-based, type Z",material,Chemicals & Gases,kg,22.36,3.1,114.72,EUR,649,"ENG_TORONTO,RU_STPETERSBURG"
MEPU-SA-KANE-KARI_KAKAKARI,"Chromium oxide-based grinding paste, No. 1, No. 2, No. 3, No. 4",material,General,kg,263.74,16.08,595.45,EUR,648,"ENG_TORONTO,RU_STPETERSBURG"
KARI-TO-KAME-KARI_MEMEMEVO,"Natural sand for construction works, class II, medium",material,Aggregates & Earth,m3,54.5,22.74,842.15,EUR,645,"ENG_TORONTO,RU_STPETERSBURG"
MEPU-PU-KATO-KATO_KAMEKARI,BT-577 bitumen varnish,material,Paint & Coatings,t,37019.71,2895.16,107228.11,EUR,639,"ENG_TORONTO,RU_STPETERSBURG"
KAPU-TO-KAME-KADX_KAKAMEPU,"Ready-mixed masonry mortar, cement, M100",material,Concrete & Cement,m3,132.63,132.63,132.63,EUR,638,ENG_TORONTO
ME_MEKAKA_TOSA,"Средний разряд работы 3,5",material,General,ч,598.47,598.47,598.47,EUR,621,RU_STPETERSBURG
KAME-TO-KASA-KALI_KAKAMEME,Borax (sodium tetraborate),material,General,kg,96.74,5.92,219.32,EUR,618,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEKA-KASA_KAKAKAME,Ground coke,material,General,t,8289.39,679.68,25173.44,EUR,618,"ENG_TORONTO,RU_STPETERSBURG"
MEME-ME-KATO-KAME_KAKANETO,"Edged coniferous timber (spruce, pine), natural moisture content, length RI-NE.SA m, width 20-90 mm, thickness 20-90 mm, grade III",material,Wood & Timber,m3,689.42,449.85,16660.99,EUR,609,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KADX-KAME_KAKAKAME,"Ammonite 6ZhV in cartridge form, diameter 32 mm",material,General,t,6086.01,6086.01,6086.01,EUR,609,ENG_TORONTO
KAVO-TO-KATO-KANE_KAKAKARI,"Hot-rolled wire in coils, diameter NE.TO-NE.SA mm",material,Electrical,t,10407.02,1626.97,60258.2,EUR,601,"ENG_TORONTO,RU_STPETERSBURG"
KAPU-TO-KAME-KADX,Ready-made finishing mortar,material,Concrete & Cement,m3,134.42,134.42,134.42,EUR,601,ENG_TORONTO
RIKA-ME-KARI-RITO_KAKAVORI,"Flexible jumpers, type PGS-50",material,General,10 pcs,458.69,34.18,1265.88,EUR,589,"ENG_TORONTO,RU_STPETERSBURG"
MEKA-TO-KARI-KATO_KAKAMERI,"Tin-lead solder without antimony, grade POS40",material,General,kg,663.44,38.37,1421.1,EUR,584,"ENG_TORONTO,RU_STPETERSBURG"
MEKA-TO-KARI-KATO_KAKATONE,"Tin-lead antimony solders, POSSu 30-2 grade",material,General,kg,719.41,37.83,1400.99,EUR,582,"ENG_TORONTO,RU_STPETERSBURG"
KAVO-PU-KATO-KARI_KAKAKARI,"Hot-rolled smooth reinforcing steel, class A-I, diameter 6-22 mm",material,Steel & Metal,t,12135.64,1317.63,48801.25,EUR,575,"ENG_TORONTO,RU_STPETERSBURG"
KALI-RI-KALI-MERI_KAKAMEME,Metal structures of buildings and structures with a predominance of bent profiles and round pipes,material,Steel & Metal,t,4036.39,4036.39,4036.39,EUR,573,ENG_TORONTO
KAME-LI-RIKA-KAPU_KAKAKATO,Polyester bag sewing thread made of staple lavsan (raw),material,General,kg,305.73,15.94,590.51,EUR,573,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEME-KAPU_KAKASAME,"SV-04X19H11M3 welding wire, diameter 2 mm",material,Welding Consumables,kg,249.0,13.71,507.64,EUR,571,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-RIKA-KARI_KAKAKARI,"Coarse technical felt for insulation, dark, thickness 8-10 mm",material,Insulation,kg,113.61,8.26,305.97,EUR,568,"ENG_TORONTO,RU_STPETERSBURG"
KAME-TO-KAME-KANE_KAKASAKA,UT universal refractory grease (grease-based constalin),material,Chemicals & Gases,t,101900.3,7651.26,283379.84,EUR,550,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-RIKA-KAVO_KAKAPUME,"Three-strand twisted rope made of hemp fiber, diameter from 6 to 22 mm",material,General,t,112812.54,8498.18,314747.3,EUR,549,"ENG_TORONTO,RU_STPETERSBURG"
MEKA-TO-KARI-KATO_KAKAMEME,"Tin-lead solder without antimony, grade POS30",material,General,kg,471.29,33.92,1256.3,EUR,545,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KADX-KAME_KAKAMEME,"Waterproof safety ammonite in AP-5 ZhV cartridges, diameter 36-37 mm",material,Waterproofing,t,7286.61,7286.61,7286.61,EUR,538,ENG_TORONTO
KAME-TO-KAME-KAME_KAKAKARI,"AI-98, AI-95 automotive gasoline",material,General,t,11755.74,1524.58,56465.93,EUR,537,"ENG_TORONTO,RU_STPETERSBURG"
MEPU-SA-KADX-KAME_KAKAKATO,"Technical acetone, highest grade",material,General,kg,35.04,2.39,88.44,EUR,535,"ENG_TORONTO,RU_STPETERSBURG"
RIME-ME-KASA-KAME_KAKAMEVO,Flexible power cable with copper conductors KG 1x50-660,material,Electrical,1000 m,252414.12,15821.68,585988.14,EUR,535,"ENG_TORONTO,RU_STPETERSBURG"
MEME-ME-KATO-KAME_KAKANERI,"Edged softwood beams (spruce, pine), natural moisture content, length RI-NE.SA m, width 20-90 mm, thickness 20-90 mm, grade II",material,Wood & Timber,m3,845.24,449.85,16660.99,EUR,533,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEDX-KADX_KAKARIME,"Rubber-fabric pressure hose for water with a pressure of 1 MPa (10 kgf/cm2), inner diameter 16 mm",material,Water,m,79.79,5.87,217.3,EUR,532,"ENG_TORONTO,RU_STPETERSBURG"
KAME-TO-KAPU-KAVO_KAKARITO,M-8DM winter diesel engine oil,material,Chemicals & Gases,t,30756.24,2183.51,80870.72,EUR,526,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEME-KALI_KAKATOKA,"Welding electrodes for welding corrosion-resistant chromium-nickel and chromium-nickel-molybdenum steels EA 400/10U, diameter 3 mm",material,Steel & Metal,kg,366.61,20.7,766.61,EUR,524,"ENG_TORONTO,RU_STPETERSBURG"
KAME-TO-KASA-RITO_KAMELIME,Calcined soda (sodium carbonate) technical grade,material,General,t,13882.07,985.11,36485.69,EUR,523,"ENG_TORONTO,RU_STPETERSBURG"
KAME-ME-KARI-KARI_KAKARITO,"BE electrical insulation asbestos paper, thickness KA.PU-KA.SA mm",material,Insulation,t,78047.65,5090.46,188535.69,EUR,523,"ENG_TORONTO,RU_STPETERSBURG"
MEME-ME-KATO-KANE_KAKALIVO,"Edged softwood boards, natural moisture content, length RI-NE.SA m, width 100-250 mm, thickness 44-50 mm, grade II",material,Wood & Timber,m3,3027.49,381.13,14115.75,EUR,519,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEDX-MELI_KAKATOSA,"Round rubber cord, diameter from NE.KA to VO.KA mm",material,Rubber & Gaskets,kg,167.56,10.57,391.62,EUR,517,"ENG_TORONTO,RU_STPETERSBURG"
MEME-ME-KATO-KAME_KAKANENE,"Edged timber of coniferous species (spruce, pine), natural moisture content, length RI-NE.SA m, width 100 mm and above, thickness 100 mm and above, grade II",material,Wood & Timber,m3,4165.39,454.18,16821.55,EUR,516,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_SAKA,"Средний разряд работы 5,0",material,General,ч,728.57,728.57,728.57,EUR,515,RU_STPETERSBURG
MEPU-PU-KAPU-KAVO_KAKAKAME,PF-115 enamel,material,Paint & Coatings,t,39619.85,2797.62,103615.7,EUR,512,"ENG_TORONTO,RU_STPETERSBURG"
KAME-TO-KASA-TOVO_KATOLIME,Technical stearic acid,material,Chemicals & Gases,kg,48.21,2.53,93.89,EUR,512,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_TOLI,"Средний разряд работы 3,7",material,General,ч,612.66,612.66,612.66,EUR,511,RU_STPETERSBURG
ME_MEKAKA_PUME,"Средний разряд работы 4,1",material,General,ч,643.42,643.42,643.42,EUR,510,RU_STPETERSBURG
KAME-LI-KATO-KARI_KAKAKAME,Compressed air,material,General,100 m3,60.71,3.35,124.03,EUR,507,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-RIKA-KAVO_KAMENERI,"Burlap fabric, width 950 mm, surface density 190 g/m2",material,General,10 m,97.21,25.26,935.42,EUR,506,"ENG_TORONTO,RU_STPETERSBURG"
RIPU-TO-KAME-KAME_KAKAKASA,"Polyvinyl chloride electrical conduit, wall thickness KA.NE mm",material,Electrical,kg,115.0,6.84,253.37,EUR,506,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEME-KALI_KAKATODX,"Welding electrodes for welding low-alloy and carbon steels E50, diameter 4 mm",material,Steel & Metal,kg,53.14,4.7,173.92,EUR,503,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MESA-KALI_KAKAMEPU,Polypropylene expansion anchors,material,Fasteners,100 pcs,23.2,1.4,51.72,EUR,494,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_TONE,"Средний разряд работы 3,6",material,General,ч,605.57,605.57,605.57,EUR,491,RU_STPETERSBURG
KAME-ME-KARI-KASA_KAMERIRI,"Dry asbestos packings, open weave, round, grade AS, diameter 6-14 mm",material,General,t,250044.43,16717.59,619169.95,EUR,488,"ENG_TORONTO,RU_STPETERSBURG"
MEPU-SA-KASA-KARI_KAKAKAME,Natural drying oil,material,Chemicals & Gases,kg,61.4,4.39,162.64,EUR,483,"ENG_TORONTO,RU_STPETERSBURG"
MEPU-RI-KARI-KATO_KAKAKAME,"Single-component water-dispersion fire-retardant paint for increasing the fire resistance of steel structures up to 90 minutes, intumescent type, mass fraction of non-volatile substances not less than",material,Steel & Metal,t,203177.07,13603.8,503844.35,EUR,481,"ENG_TORONTO,RU_STPETERSBURG"
MEKA-TO-KARI-KATO_KAKAKARI,"Tin-lead solder without antimony in ingots, grade POS30",material,General,kg,797.78,51.25,1898.13,EUR,475,"ENG_TORONTO,RU_STPETERSBURG"
KAVO-RI-KARI-MEKA_KAKAPUME,"Uncoated double-twisted TK rope, 6x37(1+6+12+18)+1x37(1+6+18) construction, grade B, made of uncoated wire, marking group 1570-1770 N/mm2, diameter NE.PU mm",material,Electrical,10 m,231.96,15.02,556.22,EUR,474,"ENG_TORONTO,RU_STPETERSBURG"
MERI-ME-KARI-KANE_MEKAKAVO,Roofing felt RKC-400,material,Waterproofing,m2,27.94,1.83,67.66,EUR,469,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_PUSA,"Средний разряд работы 4,5",material,General,ч,681.26,681.26,681.26,EUR,469,RU_STPETERSBURG
KAME-ME-KAME-KADX_KAKARIDX,"General-purpose asbestos cord, diameter 15 mm",material,General,t,141577.88,9175.35,339827.65,EUR,467,"ENG_TORONTO,RU_STPETERSBURG"
