code,name,type,category,unit,base_price,min_price,max_price,currency,usage_count,regions
KAME-LI-MEME-KALI_KARIRILI,"Welding electrodes for welding low-alloy and carbon steels UONI 13/45, E42A, diameter 4-5 mm",material,Steel & Metal,kg,27.35,3.91,144.74,EUR,6680,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KATO-KAME_KAKAKARI,Tap water,material,Water,m3,22.56,1.18,43.57,EUR,5390,"ENG_TORONTO,RU_STPETERSBURG"
PU_MEKAKA_KALIKA,Personnel: 1 person-hour/machine-hour,operator,Machine Operators,Machine hours,14.0,13.02,78.09,EUR,4659,ENG_TORONTO
DXME-MELI-KAPU_KAPURI,Gas welding and cutting equipment,equipment,Welding Equipment,Machine hours,1.03,0.14,5.35,EUR,4496,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_PUKA,"Средний разряд работы 4,0",material,General,ч,633.95,633.95,633.95,EUR,4330,RU_STPETERSBURG
KAME-LI-MEME-KALI_KARITOKA,"Welding electrodes for welding low-alloy and carbon steels UONI 13/55, E50A, diameter 4-5 mm",material,Steel & Metal,kg,47.26,3.74,138.44,EUR,4222,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MESA-KATO_KAKAPURI,Bolts with nuts and washers for construction,material,Fasteners,kg,48.97,5.48,202.92,EUR,4136,"ENG_TORONTO,RU_STPETERSBURG"
PU_MEKAKA_KATOKA,Personnel: 1 person-hour/machine-hour,operator,Machine Operators,Machine hours,8.16,8.07,16.13,EUR,4036,ENG_TORONTO
DXME-KANE-KASA_KAMEME,"Universal front-end pneumatic wheeled single-bucket loaders, nominal capacity of main bucket RI.NE m3, load capacity 5 t",equipment,Excavators,Machine hours,410.57,43.74,1619.97,EUR,3807,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KANE-KATO_KANERI,Electric winches with pulling force up to TOME.TODX kN (TO.RI t),equipment,Hoists & Winches,Machine hours,6.1,0.52,19.35,EUR,3784,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KADX-KATO_KATOSA,"Wide gauge platforms, load capacity 73 t",equipment,Trucks & Vehicles,Machine hours,57.73,5.72,211.68,EUR,3489,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MELI-KAPU_RITORI,"Three-phase welding inverters for argon arc welding, maximum welding current 500 A",equipment,Welding Equipment,Machine hours,29.41,1.91,70.57,EUR,3362,"ENG_TORONTO,RU_STPETERSBURG"
KAME-TO-KARI-KATO_KAKAKAME,"Acetylene gas, technical grade",material,Chemicals & Gases,m3,159.11,15.81,585.51,EUR,3105,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KASA-KANE_KAKALI,"Crawler cranes, lifting capacity 25 t",equipment,Cranes,Machine hours,560.96,61.63,2282.42,EUR,3051,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KANE-KATO_KASASA,Electric winches with a pulling force of MEDX.NERI kN (2 t),equipment,Hoists & Winches,Machine hours,4.98,0.45,16.49,EUR,2959,"ENG_TORONTO,RU_STPETERSBURG"
RI_MEKAKA_KAPU,Grade 4 worker,labor,Labor,hrs,17.12,17.12,17.12,EUR,2918,ENG_TORONTO
DXME-KADX-KARI_KAKAVO,"Non-tipping mine cars, capacity RI.SA m3",equipment,General,Machine hours,0.31,0.31,0.31,EUR,2886,ENG_TORONTO
KAME-LI-MESA-KANE_KAMEMEME,Construction nails,material,Fasteners,t,4562.98,2353.52,87167.29,EUR,2879,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEME-KAPU_KAKASARI,"Uncoated welding wire SV-08G2S, diameter 2 mm",material,Welding Consumables,kg,47.66,2.9,107.51,EUR,2802,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEKA-KAME_KAKARI,"Filling and pressure testing units, flow rate up to 300 m3/h",equipment,Testing Equipment,Machine hours,1588.49,87.34,3234.95,EUR,2751,"ENG_TORONTO,RU_STPETERSBURG"
KAVO-ME-KARI-MEME_KAKAKAME,"Forgings from square billets, weight ME.SA-PU.SA kg",material,Steel & Metal,t,10809.19,2143.14,79375.42,EUR,2736,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEVO-KAME_KAKALI,"Mobile screw compressors with internal combustion engines, pressure up to KA.LI MPa (7 atm), capacity up to SA.PU m3/min",equipment,Compressors,Machine hours,94.41,10.56,391.02,EUR,2736,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_TOKA,Average workload TO.KA,labor,Labor,hrs,15.2,15.2,15.2,EUR,2694,ENG_TORONTO
MEPU-PU-KARI-KAPU_KAMEPURI,"MA-0115 oil paint, mummy, iron minium",material,Steel & Metal,kg,33.32,3.28,121.42,EUR,2694,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-RIKA-KAVO_KAMERIRI,"Cotton wipes, dimensions 400x400 mm, surface density from 105 to 130 g/m2",material,General,m2,12.59,0.67,24.87,EUR,2672,"ENG_TORONTO,RU_STPETERSBURG"
RISA-ME-KAME-KAPU_KAKATOME,"Coniferous wood sleeper, untreated, for broad gauge railways, type I",material,Wood & Timber,pcs,846.98,61.86,2291.16,EUR,2635,"ENG_TORONTO,RU_STPETERSBURG"
PU_MEKAKA_KASASA,Personnel: 2 man-hours/machine-hour,operator,Machine Operators,Machine hours,24.04,22.64,45.28,EUR,2611,ENG_TORONTO
ME_MEKAKA_TOVO,Worker Category 1,labor,Labor,hrs,16.73,16.73,16.73,EUR,2594,ENG_TORONTO
DXME-KANE-KATO_KANEKA,Electric winches with a pulling force of up to SA.LIDX kN (KA.SADX t),equipment,Hoists & Winches,Machine hours,4.25,0.26,9.53,EUR,2553,"ENG_TORONTO,RU_STPETERSBURG"
RI_MEKAKA_KASA,Grade 5 worker,labor,Labor,hrs,19.67,19.67,19.67,EUR,2550,ENG_TORONTO
DXME-KANE-KATO_KANETO,Electric winches with a pulling force of up to PUDX.KASA kN (5 t),equipment,Hoists & Winches,Machine hours,9.51,0.91,33.74,EUR,2478,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KANE-KATO_KANEME,Electric winches with a pulling force of up to MERI.RINE kN (ME.RISA t),equipment,Hoists & Winches,Machine hours,4.26,0.34,12.73,EUR,2340,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEME-KALI_KATOMETO,Tungsten welding electrodes for welding high-alloy and refractory steels,material,Steel & Metal,kg,2485.7,140.19,5192.06,EUR,2324,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEPU-KASA_KAMERI,"General purpose semi-trailers, load capacity up to 15 t",equipment,Trucks & Vehicles,Machine hours,55.15,4.4,162.84,EUR,2229,"ENG_TORONTO,RU_STPETERSBURG"
RI_MEKAKA_KARI,2nd grade worker,labor,Labor,hrs,13.92,13.92,13.92,EUR,2220,ENG_TORONTO
ME_MEKAKA_TOSA,Worker Category 1,labor,Labor,hrs,16.16,16.16,16.16,EUR,2210,ENG_TORONTO
KAVO-ME-KARI-MEME_KAKARITO,"Simple construction forgings (staples, fasteners, clamps), weight up to ME.NE kg",material,Steel & Metal,kg,67.31,4.7,174.18,EUR,2190,"ENG_TORONTO,RU_STPETERSBURG"
RI_MEKAKA_KATO,Grade 3 worker,labor,Labor,hrs,15.2,15.2,15.2,EUR,2130,ENG_TORONTO
MEPU-SA-KADX-KAME_KAKAKAME,"Technical acetone, grade I",material,General,kg,47.46,2.69,99.47,EUR,2088,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KASA-KARI_KAKANE,"Gantry cranes, lifting capacity 50 t",equipment,Cranes,Machine hours,1780.74,152.28,5639.88,EUR,2028,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEPU-KARI_KAKARI,"Trucks, load capacity up to 8 tons",equipment,Trucks & Vehicles,Machine hours,359.78,23.14,856.91,EUR,2021,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEME-KALI_KAKAPUME,"Welding electrodes for welding low-alloy and carbon steels E55, diameter 4 mm",material,Steel & Metal,t,63005.41,3973.9,147181.31,EUR,1982,"ENG_TORONTO,RU_STPETERSBURG"
KALI-RI-KALI-MERI_KAKAKAME,"Auxiliary metal structures predominantly made of thick-gauge steel or rolled sections, with or without holes",material,Steel & Metal,t,40881.21,4036.39,149495.91,EUR,1970,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_TODX,Worker Category 1,labor,Labor,hrs,16.93,16.93,16.93,EUR,1933,ENG_TORONTO
KAME-LI-MEDX-KAPU_KAKATOME,Rubber gaskets (pressed technical plate),material,Rubber & Gaskets,kg,71.01,6.09,225.71,EUR,1881,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-RIKA-KAVO_KAKASAME,Colored cotton rags,material,General,kg,4.77,2.39,88.65,EUR,1846,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_SAKA,Worker Category 1,labor,Labor,hrs,19.67,19.67,19.67,EUR,1829,ENG_TORONTO
KAME-TO-KARI-KARI_KAKAKARI,"Argon gas, highest grade",material,General,m3,98.6,5.76,213.31,EUR,1813,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_PURI,Worker Category 1,labor,Labor,hrs,17.63,17.63,17.63,EUR,1798,ENG_TORONTO
KAME-LI-KAVO-KAPU_KAKAKATO,Natural ground chalk,material,General,t,2286.78,138.67,5136.03,EUR,1789,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEPU-KAPU_KAKAME,"Tractor units, load on the fifth wheel coupling up to 12 t",equipment,Trucks & Vehicles,Machine hours,401.27,27.64,1023.61,EUR,1770,"ENG_TORONTO,RU_STPETERSBURG"
DXME-RIME-MEDX_KATONE,"Pipe cutting machines, maximum pipe diameter 426 mm",equipment,Pipe Equipment,Machine hours,13.95,0.97,35.88,EUR,1749,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KANE-KANE_KAPUVO,"Single-mast hoists, load capacity up to 500 kg, lifting height 45 m",equipment,Cranes,Machine hours,1.6,1.51,55.98,EUR,1739,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_TONE,Worker Category 1,labor,Labor,hrs,16.35,16.35,16.35,EUR,1726,ENG_TORONTO
PU_MEKAKA_KADXKA,Personnel: 1 person-hour/machine-hour,operator,Machine Operators,Machine hours,14.98,14.85,29.69,EUR,1652,ENG_TORONTO
MEME-ME-KARI-KAPU_KAKATOME,"Round coniferous timber, unpeeled, length TO-NE.SA m, diameter 14-24 cm, grade II-III",material,Wood & Timber,m3,1244.21,189.59,7021.85,EUR,1652,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MELI-KARI_KATORI,"Ultrasonic flaw detectors, thickness of the product being inspected up to 6000 mm",equipment,Testing Equipment,Machine hours,31.3,1.9,70.22,EUR,1652,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KADX-KARI_KAKATOME,ED-KZ waterproof short-delay electric detonators,material,Waterproofing,1000 pcs,4994.03,4994.03,4994.03,EUR,1645,ENG_TORONTO
ME_MEKAKA_TOLI,Worker Category 1,labor,Labor,hrs,16.54,16.54,16.54,EUR,1611,ENG_TORONTO
DXME-KANE-KATO_KANERI,Electricity: consumption KA.TODX kW·h/machine-hour,electricity,Electricity,Machine hours,0.05,0.05,0.05,EUR,1586,ENG_TORONTO
KALI-RI-KALI-KAPU_KAKAKALI,Custom-made steel structures from rolled steel,material,Steel & Metal,t,67160.89,4428.03,164000.93,EUR,1572,"ENG_TORONTO,RU_STPETERSBURG"
DXME-RIME-MENE_KAMERI,Hydraulic presses with electric drive,equipment,General,Machine hours,5.4,0.47,17.23,EUR,1570,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MELI-KAPU_MELIME,"Welding machines for manual arc welding, welding current up to 500 A",equipment,Welding Equipment,Machine hours,27.33,2.04,75.41,EUR,1555,"ENG_TORONTO,RU_STPETERSBURG"
TO_RIKAKA_KAME,Category I engineer,labor,Labor,person-hour,27.46,27.46,27.46,EUR,1536,ENG_TORONTO
PU_MEKAKA_KAVOKA,Personnel: 2 man-hours/machine-hour,operator,Machine Operators,Machine hours,17.38,13.9,83.38,EUR,1525,ENG_TORONTO
KAME-ME-KARI-KAVO_MEKAPUKA,"PMB brand paronite sheet (PON-A, PON-B), thickness from KA.PU to 5 mm",material,General,kg,52.64,3.64,134.84,EUR,1521,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_TOME,Worker Category 1,labor,Labor,hrs,15.39,15.39,15.39,EUR,1517,ENG_TORONTO
DXME-MEPU-KARI_KAKAPU,"Flatbed trucks, load capacity up to 15 t",equipment,Trucks & Vehicles,Machine hours,527.32,35.77,1324.7,EUR,1513,"ENG_TORONTO,RU_STPETERSBURG"
TO_RIKAKA_KARI,Category II Engineer,labor,Labor,person-hour,25.04,25.04,25.04,EUR,1512,ENG_TORONTO
ME_MEKAKA_PUME,Worker Category 1,labor,Labor,hrs,17.37,17.37,17.37,EUR,1507,ENG_TORONTO
KAME-LI-MESA-KARI_KAKAVORI,"Steel bolts with hexagonal heads, thread diameter M8 (M10, M12, M14), length 16-160 mm",material,Steel & Metal,t,53579.48,3350.15,124079.63,EUR,1483,"ENG_TORONTO,RU_STPETERSBURG"
MEME-ME-KATO-KASA_KAKANESA,"Unedged coniferous boards, natural moisture content, length RI-NE.SA m, width 100-250, thickness 30-50 mm, grade III",material,Wood & Timber,m3,3389.37,487.52,18056.45,EUR,1447,"ENG_TORONTO,RU_STPETERSBURG"
KAME-TO-KASA-MELI_KAKAKARI,Pine rosin,material,General,kg,191.05,11.28,417.7,EUR,1422,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_TORI,Worker Category 1,labor,Labor,hrs,15.58,15.58,15.58,EUR,1420,ENG_TORONTO
KAPU-ME-KARI-KASA,Heavy concrete mixes,material,Concrete & Cement,m3,140.11,140.11,140.11,EUR,1417,ENG_TORONTO
RI_MEKAKA_KANE,Grade 6 worker,labor,Labor,hrs,22.99,22.99,22.99,EUR,1405,ENG_TORONTO
DXME-KADX-KASA_KARIRI,"Broad gauge shunting locomotives, power 550 kW (750 hp)",equipment,General,Machine hours,1878.91,179.74,6656.96,EUR,1399,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEPU-KARI_KAKATO,"Flatbed trucks, load capacity up to 10 tons",equipment,Trucks & Vehicles,Machine hours,211.06,23.5,870.25,EUR,1395,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KANE-KATO_KASASA,Electricity: consumption KA.TODX kW·h/machine-hour,electricity,Electricity,Machine hours,0.05,0.05,0.05,EUR,1389,ENG_TORONTO
DXME-KANE-KATO_KASAPU,Mine maneuvering winches for pulling mine cars to the first break,equipment,Hoists & Winches,Machine hours,1.36,1.36,1.36,EUR,1381,ENG_TORONTO
DXME-KANE-KATO_KASAPU,Electricity: consumption KA.TODX kW·h/machine-hour,electricity,Electricity,Machine hours,0.05,0.05,0.05,EUR,1381,ENG_TORONTO
MEME-ME-KATO-KAME_KAKANELI,"Edged softwood timber (spruce, pine), natural moisture content, length RI-NE.SA m, width 100 mm and above, thickness 100 mm and above, grade III",material,Wood & Timber,m3,715.11,454.18,16821.55,EUR,1380,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KALI-KAPU_KAKAME,Deep vibrators,equipment,General,Machine hours,0.35,0.35,0.35,EUR,1376,ENG_TORONTO
KAME-PU-KATO-KAPU_KAKAMEME,"Hexagonal hollow drill steel 55S2, outer size 22 mm, inner diameter NE.SA mm",material,Steel & Metal,t,5961.19,5961.19,5961.19,EUR,1369,ENG_TORONTO
DXME-RIME-MEKA_KAKAME,Pneumatic jackhammers for use with stationary compressor stations,equipment,Compressors,Machine hours,1.72,1.72,1.72,EUR,1367,ENG_TORONTO
KAME-LI-KALI-RIPU_KAKAMEKA,"Two-component developer for processing radiographic film, solution temperature for manual/automated processing 22/28 °C, development time 5-8 min, consumption KA.VO l/m2",material,General,l,229.38,14.46,535.64,EUR,1358,"ENG_TORONTO,RU_STPETERSBURG"
DXME-RIME-RIRI_TOKAME,Supports for portable pneumatic perforators,equipment,General,Machine hours,0.13,0.13,0.13,EUR,1339,ENG_TORONTO
ME_MEKAKA_TOPU,Worker Category 1,labor,Labor,hrs,15.97,15.97,15.97,EUR,1337,ENG_TORONTO
DXME-KAME-KAME_KATOPU,"Bulldozers, power 59 kW (80 hp)",equipment,Bulldozers,Machine hours,216.89,30.86,1142.86,EUR,1333,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_PUSA,Worker Category 1,labor,Labor,hrs,18.39,18.39,18.39,EUR,1313,ENG_TORONTO
KAME-LI-KANE-KASA_KAKAPURI,"PVC insulating tape for electrical installation and repair work, black, width 19 mm, thickness KA.MEVO mm",material,Electrical,m,1.65,0.1,3.59,EUR,1313,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KALI-RIPU_KAKARIKA,"Two-component fixer for processing radiographic film, solution temperature for manual/automated processing 22/28 °C, fixing time 5-10 min, consumption KA.VO l/m2",material,General,l,264.87,16.82,622.85,EUR,1312,"ENG_TORONTO,RU_STPETERSBURG"
KAME-TO-KAPU-KARI_KAKAKAPU,M-10DM diesel engine oil,material,Chemicals & Gases,kg,67.08,3.94,145.82,EUR,1310,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_TOTO,Worker Category 1,labor,Labor,hrs,15.78,15.78,15.78,EUR,1306,ENG_TORONTO
DXME-MEKA-KASA_KAKALI,"Pipe layers, nominal load capacity MERI.SA t",equipment,General,Machine hours,271.75,73.85,2735.18,EUR,1291,"ENG_TORONTO,RU_STPETERSBURG"
RIME-RI-KATO-KADX_KAKAKAPU,"PRN wire, cross-section RI.SA mm2",material,Electrical,1000 m,732.0,732.0,732.0,EUR,1284,ENG_TORONTO
DXME-MELI-KAPU_KATOPU,"Welding units with internal combustion engines for manual arc welding, welding current up to 400 A, number of stations 1",equipment,Welding Equipment,Machine hours,2.84,2.84,2.84,EUR,1279,ENG_TORONTO
DXME-KASA-KALI_KAKATO,"Railway cranes, lifting capacity 25 t",equipment,Cranes,Machine hours,1083.66,73.14,2708.73,EUR,1278,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KARI-KADX_KAKAKARI,"Paper twine, diameter RI.SA mm",material,General,kg,82.06,4.96,183.63,EUR,1263,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_RIKA,Worker Category 1,labor,Labor,hrs,13.92,13.92,13.92,EUR,1242,ENG_TORONTO
KAME-TO-KAME-KALI_KAKAKADX,"Rectified technical ethyl alcohol, grade I",material,Chemicals & Gases,kg,307.31,23.69,877.31,EUR,1240,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KANE-KATO_KANETO,Electricity: consumption KA.SATO kW·h/machine-hour,electricity,Electricity,Machine hours,0.07,0.07,0.07,EUR,1239,ENG_TORONTO
DXME-MELI-KARI_KARIME,Gamma flaw detectors with a penetrable steel thickness of up to 80 mm,equipment,Testing Equipment,Machine hours,161.25,9.71,359.79,EUR,1229,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KANE-KASA_KAKAPUME,"Rubberized cotton insulating tape for electrical installation and repair work, black, width 20 mm, thickness KA.TOSA mm",material,Electrical,m,2.39,0.16,5.75,EUR,1228,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_PUTO,Worker Category 1,labor,Labor,hrs,17.88,17.88,17.88,EUR,1222,ENG_TORONTO
PU_MEKAKA_KASASA,Персонал: 2 чел.-ч/маш.-ч,equipment,General,маш.-ч,838.58,838.58,838.58,EUR,1218,RU_STPETERSBURG
TO_RIKAKA_KATO,Category III Engineer,labor,Labor,person-hour,22.48,22.48,22.48,EUR,1203,ENG_TORONTO
DXME-KASA-KAPU_KAMEKA,"Electric bridge cranes, load capacity 50 t",equipment,Cranes,Machine hours,559.45,62.5,2314.71,EUR,1203,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MELI-KAPU_RITORI,Electricity: consumption TO.SARI kW·h/machine-hour,electricity,Electricity,Machine hours,0.47,0.47,0.47,EUR,1164,ENG_TORONTO
DXME-KASA-KAME_KAMELI,"Tower cranes, lifting capacity 8 t",equipment,Cranes,Machine hours,26.46,26.46,26.46,EUR,1154,ENG_TORONTO
DXME-KASA-KAME_KAMELI,Electricity: consumption NE.VOTO kWh/machine-hour,electricity,Electricity,Machine hours,0.91,0.91,0.91,EUR,1153,ENG_TORONTO
KAME-TO-KATO-KALI_KAKAKAME,Acetic acid,material,Chemicals & Gases,kg,71.65,4.02,148.97,EUR,1151,"ENG_TORONTO,RU_STPETERSBURG"
DXME-RIME-MEDX_KATOME,Drilling machines,equipment,General,Machine hours,9.44,0.81,30.1,EUR,1136,"ENG_TORONTO,RU_STPETERSBURG"
MEPU-PU-KARI-KADX_KAPUKARI,Marking paint for electrical products,material,Paint & Coatings,kg,4516.8,274.36,10161.48,EUR,1107,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEME-KALI_KAKASAPU,"Welding electrodes for welding low-alloy and carbon steels ANO-6, E42, diameter 6 mm",material,Steel & Metal,t,28820.08,3721.25,137824.16,EUR,1106,"ENG_TORONTO,RU_STPETERSBURG"
MEPU-RI-KANE-KATO_KASARIME,Indicator liquid,material,General,l,1588.9,84.27,3121.13,EUR,1100,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEDX-KAVO_KAMESA,"Pumps, capacity 200 m3/h, head 25 m, power 22 kW",equipment,Pumps,Machine hours,41.22,3.29,121.76,EUR,1087,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KATO-KAVO_KAKATO,Portable column drills for drilling holes and wells when working from stationary compressor stations,equipment,Compressors,Machine hours,10.62,10.62,10.62,EUR,1086,ENG_TORONTO
ME_MEKAKA_PUVO,Worker Category 1,labor,Labor,hrs,19.16,19.16,19.16,EUR,1074,ENG_TORONTO
DXME-KASA-KAPU_KAKANE,"Electric bridge cranes, lifting capacity 10 t",equipment,Cranes,Machine hours,100.26,9.21,341.24,EUR,1065,"ENG_TORONTO,RU_STPETERSBURG"
MEME-ME-KARI-KADX_KAKAKATO,"Mine props made of coniferous wood (pine, fir), length KA.DX-PU m, diameter 7-24 cm",material,Wood & Timber,m3,93.47,93.47,93.47,EUR,1063,ENG_TORONTO
KAME-TO-KAPU-KATO_KAKAKATO,Industrial oil I-20A,material,Chemicals & Gases,l,44.21,2.68,99.19,EUR,1062,"ENG_TORONTO,RU_STPETERSBURG"
DXME-MEDX-KAVO_KAKALI,"Pumps, capacity LI.RI m3/h, head 26 m, power SA.SA kW",equipment,Pumps,Machine hours,11.6,0.86,32.03,EUR,1046,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-KALI-RIPU_KAKAMEME,Developer for color flaw detection,material,General,l,486.36,25.57,947.14,EUR,1046,"ENG_TORONTO,RU_STPETERSBURG"
MEPU-SA-KASA-KAME_KAKAMERI,Combined drying oil for diluting thick oil paints and for exterior work on wooden surfaces,material,Wood & Timber,t,21152.23,1999.37,74050.6,EUR,1027,"ENG_TORONTO,RU_STPETERSBURG"
KAME-LI-MEME-KALI_KAMEVOTO,"Welding electrodes for welding low-alloy and carbon steels UONI 13/55, E50A, diameter 3 mm",material,Steel & Metal,t,17976.5,3486.0,129111.25,EUR,1023,"ENG_TORONTO,RU_STPETERSBURG"
DXME-KANE-KALI_KAKARI,"General-purpose electric hoists, load capacity KA.SA t",equipment,Hoists & Winches,Machine hours,3.03,0.19,6.98,EUR,1020,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_PULI,Worker Category 1,labor,Labor,hrs,18.91,18.91,18.91,EUR,1018,ENG_TORONTO
KAME-TO-KAME-KARI_KAKAKARI,Technical petroleum jelly,material,General,kg,146.33,7.94,294.08,EUR,1009,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_PUPU,Worker Category 1,labor,Labor,hrs,18.14,18.14,18.14,EUR,1007,ENG_TORONTO
DXME-KANE-KATO_KATOTO,Auxiliary mine winches with a pulling force of METO.LITO kN (ME.PU t),equipment,Hoists & Winches,Machine hours,1.47,1.47,1.47,EUR,982,ENG_TORONTO
KAME-LI-KANE-KATO_KAKARITO,"Polyethylene tapes with adhesive layer, transparent, width 20 mm, thickness KA.KAVO mm",material,General,kg,244.86,28.8,1066.52,EUR,975,"ENG_TORONTO,RU_STPETERSBURG"
PU_MEKAKA_KASALI,Personnel: 3 man-hours/machine-hours,operator,Machine Operators,Machine hours,35.02,35.02,35.02,EUR,972,ENG_TORONTO
DXME-RIME-MEDX_KATORI,Metal planing machines,equipment,General,Machine hours,43.35,3.3,122.17,EUR,967,"ENG_TORONTO,RU_STPETERSBURG"
ME_MEKAKA_TOVO,"Средний разряд работы 3,8",material,General,ч,619.76,619.76,619.76,EUR,964,RU_STPETERSBURG
KAME-ME-KARI-KAPU_KAKAMERI,"General-purpose asbestos cardboard, grade KAON-1, thickness 4 and 6 mm",material,Wood & Timber,t,21068.94,1562.13,57856.56,EUR,961,"ENG_TORONTO,RU_STPETERSBURG"
KAME-TO-KAME-KAME_KAKAKAME,B-70 aviation gasoline,material,General,t,62994.6,3741.5,138573.98,EUR,958,"ENG_TORONTO,RU_STPETERSBURG"
